Organ_Name,Num_of_triangles
VH_F_C3_segment_of_cervical_spinal_cord,2901
VH_F_C4_segment_of_cervical_spinal_cord,2883
VH_F_C5_segment_of_cervical_spinal_cord,2892
VH_F_C6_segment_of_cervical_spinal_cord,2877
VH_F_C7_segment_of_cervical_spinal_cord,2817
VH_F_C8_segment_of_cervical_spinal_cord,2889
VH_F_first_thoracic_spinal_cord_segment,2868
VH_F_second_thoracic_spinal_cord_segment,2892
VH_F_third_thoracic_spinal_cord_segment,2865
VH_F_fourth_thoracic_spinal_cord_segment,2916
VH_F_fifth_thoracic_spinal_cord_segment,2892
VH_F_seventh_thoracic_spinal_cord_segment,2904
VH_F_eigth_thoracic_spinal_cord_segment,2928
VH_F_sixth_thoracic_spinal_cord_segment,2898
VH_F_ninth_thoracic_spinal_cord_segment,2913
VH_F_tenth_thoracic_spinal_cord_segment,2913
VH_F_eleventh_thoracic_spinal_cord_segment,2859
VH_F_twelfth_thoracic_spinal_cord_segment,2880
VH_F_first_lumbar_spinal_cord_segment,2853
VH_F_second_lumbar_spinal_cord_segment,2841
VH_F_third_lumbar_spinal_cord_segment,2811
VH_F_fourth_lumbar_spinal_cord_segment,2784
VH_F_fifth_lumbar_spinal_cord_segment,2805
VH_F_first_sacral_spinal_cord_segment,2802
VH_F_second_sacral_spinal_cord_segment,2838
VH_F_third_sacral_spinal_cord_segment,2832
VH_F_fourth_sacral_spinal_cord_segment,2799
VH_F_gastric_surface_of_spleen,495
VH_F_diaphragmatic_surface_of_spleen,1263
VH_F_colic_surface_of_spleen,30
VH_F_hilum_of_spleen,426
VH_F_renal_surface_of_spleen,213
VH_F_thymus_lobe_L,642
VH_F_thymus_lobe_R,510
VH_F_minor_calyx_L_a,648
VH_F_minor_calyx_L_b,225
VH_F_minor_calyx_L_c,519
VH_F_minor_calyx_L_d,198
VH_F_minor_calyx_L_e,510
VH_F_minor_calyx_L_f,447
VH_F_minor_calyx_L_g,255
VH_F_minor_calyx_L_h,477
VH_F_minor_calyx_L_i,246
VH_F_minor_calyx_L_j,261
VH_F_major_calyx_L_a,459
VH_F_major_calyx_L_b,234
VH_F_major_calyx_L_c,249
VH_F_major_calyx_L_d,294
VH_F_renal_papilla_L_a,15
VH_F_renal_papilla_L_b,12
VH_F_renal_papilla_L_c,6
VH_F_renal_papilla_L_d,18
VH_F_renal_papilla_L_e,15
VH_F_renal_papilla_L_f,15
VH_F_renal_papilla_L_g,12
VH_F_renal_papilla_L_h,12
VH_F_renal_papilla_L_i,15
VH_F_renal_papilla_L_j,18
VH_F_renal_papilla_L_k,21
VH_F_renal_pelvis_L,921
VH_F_left_ureter,4482
VH_F_minor_calyx_R_a,294
VH_F_minor_calyx_R_b,327
VH_F_minor_calyx_R_c,225
VH_F_minor_calyx_R_d,420
VH_F_minor_calyx_R_e,276
VH_F_minor_calyx_R_f,345
VH_F_minor_calyx_R_g,399
VH_F_minor_calyx_R_h,213
VH_F_minor_calyx_R_i,372
VH_F_minor_calyx_R_j,633
VH_F_major_calyx_R_a,330
VH_F_major_calyx_R_b,165
VH_F_major_calyx_R_c,579
VH_F_renal_papilla_R_a,30
VH_F_renal_papilla_R_b,12
VH_F_renal_papilla_R_c,18
VH_F_renal_papilla_R_d,15
VH_F_renal_papilla_R_e,24
VH_F_renal_papilla_R_f,18
VH_F_renal_papilla_R_g,30
VH_F_renal_papilla_R_h,3
VH_F_renal_papilla_R_i,24
VH_F_renal_papilla_R_j,18
VH_F_renal_pelvis_R,867
VH_F_right_ureter,3882
VH_F_fundus_of_urinary_bladder_dome,3468
VH_F_urinary_bladder_neck_smooth_muscle,498
VH_F_fundus_of_urinary_bladder_base,7509
VH_F_trigone_of_urinary_bladder,465
VH_F_ureteral_orifice_R,45
VH_F_ureteral_orifice_L,45
VH_F_abdominal_ostium_of_uterine_tube,141
VH_F_body_of_uterus,1518
VH_F_fundus_of_uterus,867
VH_F_cornua,171
VH_F_lower_uterine_segment,369
VH_F_posterior_wall_of_uterus,3306
VH_F_anterior_wall_of_uterus,2730
VH_F_cervix,1023
VH_F_internal_cervical_os,54
VH_F_external_cervical_os,72
VH_M_retina_L,16176
VH_M_fovea_L,384
VH_M_macula_lutea_L,3561
VH_M_optic_disc_L,18618
VH_M_palpebral_conjunctiva_of_upper_eyelid_L,13476
VH_M_palpebral_conjunctiva_of_lower_eyelid_L,13041
VH_M_vitreous_humor_L,56196
VH_M_cornea_L,14682
VH_M_bulbar_conjunctiva_L,24093
VH_M_iris_L,49299
VH_M_trabecular_meshwork_L,36828
VH_M_ciliary_body_L,23829
VH_M_ciliary_muscle_L,87315
VH_M_aqueous_humor_L,8550
VH_M_schlemms_canal_L,37848
VH_M_lens_L,2526
VH_M_corneo_scleral_junction_L,7392
VH_M_ora_serrata_of_retina_L,25425
VH_M_suspensory_ligament_of_lens_L,31365
VH_M_ciliary_processes_L,76608
VH_M_pupil_L,1536
VH_M_optic_choroid_L,19152
VH_M_sclera_L,18288
VH_M_retina_R,16176
VH_M_fovea_R,384
VH_M_macula_lutea_R,3561
VH_M_optic_disc_R,18621
VH_M_palpebral_conjunctiva_of_upper_eyelid_R,13476
VH_M_palpebral_conjunctiva_of_lower_eyelid_R,13041
VH_M_sclera_R,18288
VH_M_optic_choroid_R,19152
VH_M_pupil_R,1512
VH_M_ciliary_processes_R,76608
VH_M_suspensory_ligament_of_lens_R,31365
VH_M_ora_serrata_of_retina_R,25419
VH_M_corneo_scleral_junction_R,7392
VH_M_lens_R,2526
VH_M_schlemms_canal_R,37848
VH_M_aqueous_humor_R,8550
VH_M_ciliary_body_R,23829
VH_M_ciliary_muscle_R,87315
VH_M_trabecular_meshwork_R,36828
VH_M_iris_R,49299
VH_M_bulbar_conjunctiva_R,24093
VH_M_cornea_R,14682
VH_M_vitreous_humor_R,56196
VH_M_arytenoid_cartilage_R,333
VH_M_arytenoid_cartilage_L,369
VH_M_epiglottic_cartilage,234
VH_M_cricoid_cartilage,636
VH_M_thyroid_cartilage,2148
VH_M_corniculate_cartilage_L,66
VH_M_corniculate_cartilage_R,96
VH_M_hilum_L,381
VH_M_hilum_upper_L,165
VH_M_left_lingula_superior_bronchopulmonary_segment,228
VH_M_left_posterior_bronchopulmonary_segment,120
VH_M_left_anterior_bronchopulmonary_segment,192
VH_M_left_apical_bronchopulmonary_segment,105
VH_M_left_lingula_inferior_bronchopulmonary_segment,264
VH_M_hilum_lower_L,207
VH_M_left_anterior_basal_bronchopulmonary_segment,78
VH_M_left_lateral_basal_bronchopulmonary_segment,57
VH_M_left_medial_basal_bronchopulmonary_segment,93
VH_M_left_posetrior_basal_bronchopulmonary_segment,222
VH_M_left_superior_bronchopulmonary_segment,288
VH_M_hilum_R,393
VH_M_right_lateral_bronchopulmonary_segment,264
VH_M_right_medial_bronchopulmonary_segment,405
VH_M_hilum_middle_R,78
VH_M_hilum_lower_R,234
VH_M_right_anterior_basal_bronchopulmonary_segment,276
VH_M_right_lateral_basal_bronchopulmonary_segment,120
VH_M_right_medial_basal_bronchopulmonary_segment,69
VH_M_right_posterior_basal_bronchopulmonary_segment,153
VH_M_right_superior_bronchopulmonary_segment,249
VH_M_right_apical_bronchopulmonary_segment,66
VH_M_right_posterior_bronchopulmonary_segment,216
VH_M_right_anterior_bronchopulmonary_segment,339
VH_M_hilum_upper_R,81
VH_M_cartilage_of_the_lobar_bronchus_L,8895
VH_M_cartilage_of_the_tertiary_bronchus_L,80085
VH_M_left_superior_lobar_bronchus,225
VH_M_left_inferior_lobar_bronchus,399
VH_M_left_superior_bronchus,1686
VH_M_left_posterior_basal_bronchus,4344
VH_M_left_medial_basal_bronchus,2328
VH_M_left_apical_bronchus,1935
VH_M_left_anterior_bronchus,4044
VH_M_left_lingular_bronchus,210
VH_M_left_lingula_superior_bronchus,624
VH_M_left_lingula_inferior_bronchus,579
VH_M_left_lateral_basal_bronchus,2205
VH_M_left_anterior_basal_bronchus,1599
VH_M_cartilage_of_the_lobar_bronchus_R,11757
VH_M_cartilage_of_the_tertiary_bronchus_R,78924
VH_M_right_intermediate_bronchus,363
VH_M_right_middle_lobar_bronchus,231
VH_M_right_superior_lobar_bronchus,207
VH_M_right_anterior_bronchus,3507
VH_M_right_lateral_basal_bronchus,2058
VH_M_right_lateral_bronchus,597
VH_M_right_lower_lobar_bronchus,240
VH_M_right_medial_basal_bronchus,1434
VH_M_right_medial_bronchus,885
VH_M_right_posterior_basal,1635
VH_M_right_posterior_bronchus,1086
VH_M_right_superior_bronchus,3381
VH_M_right_apical_bronchus,4155
VH_M_right_anterior_basal_bronchus,2094
VH_M_bronchus,555
VH_M_left_main_bronchus,684
VH_M_cartilage_of_the_main_bronchus_L,6318
VH_M_right_main_bronchus,207
VH_M_cartilage_of_the_main_bronchus_R,2205
3d-vh-m-palatine-tonsil-l_0.1,25803
3d-vh-m-palatine-tonsil-r_0.1,18384
VH_M_trachea,4932
VH_M_tracheal_cartilage,7458
VH_M_carina,261
Allen_olfactory_bulb_L,12
Allen_anterior_olfactory_nucleus_L,12
Allen_piriform_region_L,375
Allen_frontal_agranular_insular_cortex_area_Fl_L,24
Allen_temporal_agranular_insular_cortex_area_Tl_L,138
Allen_head_of_caudate_L,738
Allen_body_of_caudate_L,510
Allen_tail_of_caudate_L,180
Allen_putamen_L,624
Allen_nucleus_accumbens_L,138
Allen_external_segment_of_globus_pallidus_L,186
Allen_internal_segment_of_globus_pallidus_L,132
Allen_claustrum_L,849
Allen_basal_forebrain_L,258
Allen_septal_nuclei_L,255
Allen_amygdaloid_complex_L,324
Allen_anterior_amygdaloid_area_L,48
Allen_central_nuclear_group_L,24
Allen_lateral_nucleus_L,144
Allen_basolateral_nucleus_basal_nucleus_L,126
Allen_basomedial_nucleus_accessory_basal_nucleus_L,42
Allen_anterior_cortical_nucleus_L,48
Allen_posterior_cortical_nucleus_L,30
Allen_medial_nucleus_L,24
Allen_amygdalohippocampal_area_L,30
Allen_bed_nucleus_of_stria_terminalis_L,156
Allen_thalamus_L,1704
Allen_anterior_nuclear_complex_of_thalamus_L,72
Allen_lateral_dorsal_nucleus_of_thalamus_L,66
Allen_mediodorsal_nucleus_of_thalamus_L,222
Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,42
Allen_lateral_posterior_nucleus_of_thalamus_L,108
Allen_pulvinar_of_thalamus_L,264
Allen_ventral_anterior_nucleus_of_thalamus_L,237
Allen_ventral_lateral_nucleus_of_thalamus_L,258
Allen_ventral_posterior_lateral_nucleus_L,132
Allen_ventral_posterior_medial_nucleus_L,54
Allen_dorsal_lateral_geniculate_nucleus_L,48
Allen_medial_geniculate_nuclei_L,30
Allen_centromedian_nucleus_of_thalamus_L,72
Allen_parafascicular_nucleus_of_thalamus_L,30
Allen_habenular_nuclei_L,30
Allen_pineal_body_L,24
Allen_zona_incerta_L,90
Allen_supraoptic_region_of_HTH_L,84
Allen_preoptic_region_of_HTH_L,66
Allen_tuberal_region_of_HTH_L,192
Allen_white_matter_of_forebrain_L,13971
Allen_anterior_commissure_L,78
Allen_corpus_callosum_L,1806
Allen_fornix_L,192
Allen_mammillothalamic_tract_L,36
Allen_optic_tract_L,78
Allen_anterior_horn_of_lateral_ventricle_L,810
Allen_body_of_lateral_ventricle_L,462
Allen_posterior_horn_of_lateral_ventricle_L,120
Allen_inferior_horn_of_lateral_ventricle_L,396
Allen_third_ventricle_L,348
Allen_cerebellar_vermis_L,1395
Allen_cerebellar_deep_nuclei_L,192
Allen_white_matter_of_hindbrain_L,3771
Allen_olfactory_tract_L,42
Allen_precentral_gyrus_L,3324
Allen_superior_frontal_gyrus_L,6072
Allen_middle_frontal_gyrus_L,4038
Allen_inferior_frontal_gyrus_triangular_part_L,1524
Allen_inferior_frontal_gyrus_opercular_part_L,888
Allen_gyrus_rectus_straight_gyrus_L,558
Allen_medial_orbital_gyrus_L,720
Allen_anterior_intermediate_orbital_gyrus_L,348
Allen_posterior_intermediate_orbital_gyrus_L,576
Allen_lateral_orbital_gyrus_L,894
Allen_paracentral_lobule_rostral_part_L,924
Allen_frontal_operculum_L,396
Allen_postcentral_gyrus_L,2724
Allen_supraparietal_lobule_L,2772
Allen_supramarginal_gyrus_L,1416
Allen_angular_gyrus_L,1872
Allen_precuneus_L,2802
Allen_paracentral_lobule_caudal_part_L,600
Allen_superior_temporal_gyrus_L,1245
Allen_middle_temporal_gyrus_L,3075
Allen_inferior_temporal_gyrus_L,2112
Allen_occipitotemporal_fusiform_gyrus_temporal_part_L,1374
Allen_transverse_temporal_gyrus_Heschls_gyrus_L,426
Allen_planum_temporale_L,492
Allen_temporal_pole_L,768
Allen_planum_polare_L,696
Allen_occipital_pole_L,444
Allen_cuneus_L,1800
Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L,2220
Allen_lateral_occipitotemporal_fusiform_gyrus_occipital_part_L,570
Allen_inferior_occipital_gyrus_L,1386
Allen_superior_occipital_gyrus_L,1773
Allen_cingulate_gyrus_rostral_anterior_part_L,1050
Allen_cingulate_gyrus_caudal_posterior_part_L,1227
Allen_ingulo_parahippocampal_isthmus_L,72
Allen_subcallosal_gyrus_parolfactory_gyrus_L,120
Allen_anterior_parahippocampal_gyrus_L,402
Allen_posterior_parahippocampal_gyrus_L,330
Allen_gyrus_ambiens_L,48
Allen_head_of_hippocampus_L,150
Allen_body_of_hippocampus_L,126
Allen_tail_of_hippocampus_L,156
Allen_long_insular_gyri_L,360
Allen_short_insular_gyri_L,438
Allen_limen_insula_L,18
Allen_pretectal_region_L,12
Allen_substantia_nigra_L,30
Allen_superior_colliculus_L,18
Allen_cerebral_peduncle_crus_cerebri_L,138
Allen_superior_cerebellar_peduncle_brachium_conjunctivum_L,72
Allen_cerebral_aqueduct_L,18
Allen_paravermis_of_cerebellum_L,990
Allen_lateral_hemisphere_of_cerebellum_L,3558
Allen_basilar_part_of_pons_L,276
Allen_pontine_tegmentum_L,156
Allen_pyramidal_part_of_medulla_oblongata_L,30
Allen_tegmentum_of_medulla_oblongata_L,186
Allen_inferior_olive_L,36
Allen_middle_cerebellar_peduncle_L,96
Allen_fourth_ventricle_L,126
Allen_central_canal_of_medulla_oblongata_L,12
Allen_midline_nuclear_complex_L,72
Allen_lateral_olfactory_gyrus_L,36
Allen_parietal_operculum_L,366
Allen_optic_radiation_L,24
Allen_posteroventral_putamen_L,624
Allen_atrium_of_lateral_ventricle_L,186
Allen_paracingulate_gyrus_L,246
Allen_rostral_gyrus_L,342
Allen_frontomarginal_gyrus_L,324
Allen_frontal_pole_L,630
Allen_inferior_cerebellar_peduncle_L,30
Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,24
Allen_olfactory_bulb_R,12
Allen_anterior_olfactory_nucleus_R,12
Allen_piriform_region_R,375
Allen_frontal_agranular_insular_cortex_area_Fl_R,24
Allen_temporal_agranular_insular_cortex_area_Tl_R,138
Allen_head_of_caudate_R,738
Allen_body_of_caudate_R,510
Allen_tail_of_caudate_R,180
Allen_putamen_R,624
Allen_nucleus_accumbens_R,138
Allen_external_segment_of_globus_pallidus_R,186
Allen_internal_segment_of_globus_pallidus_R,132
Allen_claustrum_R,849
Allen_basal_forebrain_R,258
Allen_septal_nuclei_R,255
Allen_amygdaloid_complex_R,321
Allen_anterior_amygdaloid_area_R,48
Allen_central_nuclear_group_R,24
Allen_lateral_nucleus_R,144
Allen_basolateral_nucleus_basal_nucleus_R,126
Allen_basomedial_nucleus_accessory_basal_nucleus_R,42
Allen_anterior_cortical_nucleus_R,48
Allen_posterior_cortical_nucleus_R,30
Allen_medial_nucleus_R,24
Allen_amygdalohippocampal_area_R,30
Allen_bed_nucleus_of_stria_terminalis_R,156
Allen_thalamus_R,1701
Allen_anterior_nuclear_complex_of_thalamus_R,72
Allen_lateral_dorsal_nucleus_of_thalamus_R,66
Allen_mediodorsal_nucleus_of_thalamus_R,222
Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_R,42
Allen_lateral_posterior_nucleus_of_thalamus_R,108
Allen_pulvinar_of_thalamus_R,264
Allen_ventral_anterior_nucleus_of_thalamus_R,237
Allen_ventral_lateral_nucleus_of_thalamus_R,258
Allen_ventral_posterior_lateral_nucleus_R,132
Allen_ventral_posterior_medial_nucleus_R,54
Allen_dorsal_lateral_geniculate_nucleus_R,48
Allen_medial_geniculate_nuclei_R,30
Allen_centromedian_nucleus_of_thalamus_R,72
Allen_parafascicular_nucleus_of_thalamus_R,30
Allen_habenular_nuclei_R,30
Allen_pineal_body_R,24
Allen_zona_incerta_R,90
Allen_supraoptic_region_of_HTH_R,84
Allen_white_matter_of_forebrain_R,13980
Allen_anterior_commissure_R,78
Allen_corpus_callosum_R,1806
Allen_fornix_R,192
Allen_mammillothalamic_tract_R,36
Allen_optic_tract_R,78
Allen_anterior_horn_of_lateral_ventricle_R,810
Allen_body_of_lateral_ventricle_R,462
Allen_posterior_horn_of_lateral_ventricle_R,120
Allen_inferior_horn_of_lateral_ventricle_R,396
Allen_third_ventricle_R,348
Allen_cerebellar_vermis_R,1395
Allen_cerebellar_deep_nuclei_R,192
Allen_white_matter_of_hindbrain_R,3771
Allen_olfactory_tract_R,42
Allen_precentral_gyrus_R,3324
Allen_superior_frontal_gyrus_R,6072
Allen_middle_frontal_gyrus_R,4038
Allen_inferior_frontal_gyrus_triangular_part_R,1524
Allen_inferior_frontal_gyrus_opercular_part_R,888
Allen_gyrus_rectus_straight_gyrus_R,558
Allen_medial_orbital_gyrus_R,720
Allen_anterior_intermediate_orbital_gyrus_R,348
Allen_posterior_intermediate_orbital_gyrus_R,576
Allen_lateral_orbital_gyrus_R,894
Allen_paracentral_lobule_rostral_part_R,924
Allen_frontal_operculum_R,396
Allen_postcentral_gyrus_R,2724
Allen_supraparietal_lobule_R,2772
Allen_supramarginal_gyrus_R,1416
Allen_angular_gyrus_R,1872
Allen_precuneus_R,2802
Allen_paracentral_lobule_caudal_part_R,600
Allen_superior_temporal_gyrus_R,1245
Allen_middle_temporal_gyrus_R,3075
Allen_inferior_temporal_gyrus_R,2112
Allen_occipitotemporal_fusiform_gyrus_temporal_part_R,1374
Allen_transverse_temporal_gyrus_Heschls_gyrus_R,426
Allen_planum_temporale_R,492
Allen_temporal_pole_R,768
Allen_planum_polare_R,696
Allen_occipital_pole_R,444
Allen_cuneus_R,1800
Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R,2220
Allen_lateral_occipitotemporal_fusiform_gyrus_occipital_part_R,570
Allen_inferior_occipital_gyrus_R,1386
Allen_superior_occipital_gyrus_R,1773
Allen_cingulate_gyrus_rostral_anterior_part_R,1050
Allen_cingulate_gyrus_caudal_posterior_part_R,1227
Allen_ingulo_parahippocampal_isthmus_R,72
Allen_subcallosal_gyrus_parolfactory_gyrus_R,120
Allen_anterior_parahippocampal_gyrus_R,402
Allen_posterior_parahippocampal_gyrus_R,330
Allen_gyrus_ambiens_R,48
Allen_head_of_hippocampus_R,150
Allen_body_of_hippocampus_R,126
Allen_tail_of_hippocampus_R,156
Allen_long_insular_gyri_R,360
Allen_short_insular_gyri_R,438
Allen_limen_insula_R,18
Allen_pretectal_region_R,12
Allen_red_nucleus_R,24
Allen_substantia_nigra_R,30
Allen_superior_colliculus_R,18
Allen_inferior_colliculus_R,48
Allen_cerebral_peduncle_crus_cerebri_R,138
Allen_superior_cerebellar_peduncle_brachium_conjunctivum_R,72
Allen_cerebral_aqueduct_R,18
Allen_paravermis_of_cerebellum_R,987
Allen_lateral_hemisphere_of_cerebellum_R,3558
Allen_basilar_part_of_pons_R,276
Allen_pontine_tegmentum_R,156
Allen_pyramidal_part_of_medulla_oblongata_R,30
Allen_tegmentum_of_medulla_oblongata_R,186
Allen_inferior_olive_R,36
Allen_inferior_cerebellar_peduncle_R,30
Allen_middle_cerebellar_peduncle_R,96
Allen_fourth_ventricle_R,126
Allen_central_canal_of_medulla_oblongata_R,12
Allen_midline_nuclear_complex_R,72
Allen_lateral_olfactory_gyrus_R,36
Allen_parietal_operculum_R,366
Allen_optic_radiation_R,24
Allen_posteroventral_putamen_R,624
Allen_atrium_of_lateral_ventricle_R,186
Allen_paracingulate_gyrus_R,246
Allen_rostral_gyrus_R,342
Allen_frontomarginal_gyrus_R,324
Allen_frontal_pole_R,630
Allen_perirhinal_gyrus_rostral_part_of_FuGt_R,24
Allen_hypothalamus_L,138
Allen_hypothalamus_R,144
Allen_subthalamic_nucleus_R,60
Allen_mammillary_region_of_HTH_R,138
Allen_midbrain_tegmentum_R,207
Allen_tuberal_region_of_HTH_R,192
Allen_preoptic_region_of_HTH_R,66
Allen_midbrain_tegmentum_L,204
Allen_red_nucleus_L,24
Allen_inferior_colliculus_L,48
Allen_mammillary_region_of_HTH_L,138
Allen_subthalamic_nucleus_L,60
VH_M_optic_chiasm,1110
Yao_afferent_lymphatic_vessel,1350
Yao_capsule_of_lymph_node,2817
Yao_follicles,1722
Yao_efferent_lymph_node,1242
Yao_medulla_of_lymph_node,26256
Yao_paracortex,3270
Yao_blood_vasculature,38463
VH_M_ascending_colon,1299
VH_M_descending_colon,966
VH_M_hepatic_flexure_of_colon,669
VH_M_rectum,546
VH_M_sigmoid_colon,1080
VH_M_splenic_flexure_of_colon,570
VH_M_transverse_colon,2625
VH_M_ileocecal_valve,1173
VH_M_caecum,975
VH_M_vermiform_appendix,54
VH_M_inferior_ophthalmic_vein_L,2481
VH_M_superior_ophthalmic_vein_L,3891
VH_M_central_retinal_vein_L,618
VH_M_ophthalmic_vein_L,450
VH_M_superior_ophthalmic_vein_R,3891
VH_M_ophthalmic_vein_R,450
VH_M_central_retinal_vein_R,618
VH_M_inferior_ophthalmic_vein_R,2481
VH_M_central_retinal_artery_R,1278
VH_M_opthalmic_artery_R,5496
VH_M_opthalmic_artery_L,5490
VH_M_central_retinal_artery_L,1281
VH_M_inferior_mesenteric_vein,1221
VH_M_median_sacral_vein,429
VH_M_sigmoid_vein,1599
VH_M_superior_mesenteric_vein,1968
VH_M_superior_rectal_vein,1704
VH_M_common_iliac_vein_L,252
VH_M_common_iliac_vein_R,201
VH_M_inferior_pancreaticoduodenal_vein,267
VH_M_external_iliac_vein_L,258
VH_M_external_iliac_vein_R,249
VH_M_inferior_rectal_vein_L,210
VH_M_inferior_rectal_vein_R,261
VH_M_internal_pudendal_vein_L,204
VH_M_internal_pudendal_vein_R,165
VH_M_internal_iliac_vein_L,543
VH_M_internal_iliac_vein_R,720
VH_M_left_colic_vein,291
VH_M_ileocolic_vein,1521
VH_M_right_colic_vein,798
VH_M_middle_colic_vein,189
VH_M_middle_rectal_vein_L,123
VH_M_middle_rectal_vein_R,90
VH_M_right_colic_artery,765
VH_M_middle_colic_artery,702
VH_M_left_colic_artery,651
VH_M_ileocolic_artery,636
VH_M_sigmoid_artery_a,312
VH_M_sigmoid_artery_b,237
VH_M_sigmoid_artery_c,333
VH_M_inferior_mesenteric_artery,159
VH_M_superior_mesenteric_artery,924
VH_M_marginal_artery_of_Drummond,2853
VH_M_renal_vein_L,375
VH_M_renal_vein_R,141
VH_M_left_renal_artery,495
VH_M_right_renal_artery,399
VH_M_aortic_arch,870
VH_M_ascending_aorta,447
VH_M_brachiocephalic_artery_b,864
VH_M_brachiocephalic_artery_a,117
VH_M_left_common_carotid_artery_a,171
VH_M_left_common_carotid_artery_b,912
VH_M_left_subclavian_artery_a,156
VH_M_left_subclavian_artery_b,672
VH_M_descending_aorta_a,1437
VH_M_descending_aorta_b,2214
VH_M_left_anterior_descending_artery,2664
VH_M_right_marginal_artery,627
VH_M_right_posterior_descending_artery,1497
VH_M_diagonal_branch_of_anterior_descending_branch_of_left_coronary_artery,591
VH_M_left_coronary_artery,3615
VH_M_right_coronary_artery,3435
VH_M_diagonal_branch_of_left_anterior_descending_artery,978
VH_M_left_marginal_branch,573
VH_M_pulmonary_artery_L,1836
VH_M_pulmonary_artery_R,948
VH_M_pulmonary_trunk,936
VH_M_great_cardiac_vein,162
VH_M_middle_cardiac_vein,186
VH_M_oblique_vein_of_left_atrium,24
VH_M_anterior_cardiac_vein,99
VH_M_coronary_sinus,381
VH_M_posterior_vein_of_left_ventricle,171
VH_M_small_cardiac_vein,540
VH_M_pulmonary_vein_R_inf,1218
VH_M_pulmonary_vein_R_sup,558
VH_M_pulmonary_vein_L_inf,606
VH_M_pulmonary_vein_L_sup,546
VH_M_brachiocephalic_vein_L,4698
VH_M_brachiocephalic_vein_R,2238
VH_M_superior_vena_cava,3357
VH_M_inferior_vena_cava_b,3276
VH_M_inferior_vena_cava_a,1731
VH_M_splenic_vein,3120
VH_M_splenic_artery,1629
VH_M_cystic_vein,228
VH_M_cystic_artery,63
VH_M_celiac_trunk,165
VH_M_left_hepatic_artery,171
VH_M_proper_hepatic_artery,159
VH_M_posterior_segmental_right_hepatic_artery,243
VH_M_right_hepatic_artery,159
VH_M_anterior_segmental_right_hepatic_artery,102
VH_M_common_hepatic_artery,144
VH_M_middle_hepatic_artery_branch_of_left_hepatic_artery,87
VH_M_right_hepatic_vein,714
VH_M_left_hepatic_vein,615
VH_M_middle_hepatic_vein,552
VH_M_left_branch_of_portal_vein,156
VH_M_right_branch_of_portal_vein,318
VH_M_portal_vein,501
VH_M_hepatic_portal_vein,396
VH_M_mitral_valve,1938
VH_M_tricuspid_valve,3744
VH_M_aortic_valve,777
VH_M_pulmonary_valve,3984
VH_M_papillary_muscle_of_heart_anterior,174
VH_M_papillary_muscle_of_heart_anterolateral,150
VH_M_papillary_muscle_of_heart_medial,39
VH_M_papillary_muscle_of_heart_posterior,33
VH_M_papillary_muscle_of_heart_posteromedial,168
VH_M_left_cardiac_atrium,10182
VH_M_right_cardiac_atrium,14439
VH_M_heart_right_ventricle,8286
VH_M_interventricular_septum,2418
VH_M_heart_left_ventricle,2802
VH_M_kidney_capsule_L,3357
VH_M_hilum_of_kidney_L,1257
VH_M_renal_column_L,8001
VH_M_outer_cortex_of_kidney_L,4824
VH_M_renal_papilla_L_a,36
VH_M_renal_papilla_L_b,18
VH_M_renal_papilla_L_c,66
VH_M_renal_papilla_L_d,30
VH_M_renal_papilla_L_e,21
VH_M_renal_papilla_L_f,21
VH_M_renal_papilla_L_g,24
VH_M_renal_papilla_L_h,24
VH_M_renal_papilla_L_i,42
VH_M_renal_pyramid_L_a,1389
VH_M_renal_pyramid_L_b,705
VH_M_renal_pyramid_L_c,408
VH_M_renal_pyramid_L_d,573
VH_M_renal_pyramid_L_e,936
VH_M_renal_pyramid_L_f,981
VH_M_renal_pyramid_L_g,696
VH_M_renal_pyramid_L_h,681
VH_M_renal_pyramid_L_i,705
VH_M_kidney_capsule_R,2844
VH_M_hilum_of_kidney_R,1680
VH_M_renal_papilla_R_j,51
VH_M_renal_papilla_R_i,60
VH_M_renal_papilla_R_h,36
VH_M_renal_papilla_R_g,90
VH_M_renal_papilla_R_f,18
VH_M_renal_papilla_R_e,78
VH_M_renal_papilla_R_d,54
VH_M_renal_papilla_R_c,15
VH_M_renal_papilla_R_b,39
VH_M_renal_papilla_R_a,15
VH_M_renal_pyramid_a,1521
VH_M_renal_pyramid_b,390
VH_M_renal_pyramid_c,450
VH_M_renal_pyramid_d,819
VH_M_renal_pyramid_e,375
VH_M_renal_pyramid_f,1269
VH_M_renal_pyramid_g,948
VH_M_renal_pyramid_h,786
VH_M_renal_pyramid_i,495
VH_M_renal_pyramid_j,480
VH_M_renal_column_R,7617
VH_M_outer_cortex_of_kidney_R,4686
VH_M_meniscus_L,444
VH_M_fibula_L,942
VH_M_femur_L,3534
VH_M_articular_cartilage_of_knee_L,108
VH_M_intercondylar_fossa_L,27
VH_M_anterior_cruciate_enthesis_L,21
VH_M_posterior_cruciate_enthesis_L,21
VH_M_lateral_condyle_of_femur_frontal_L,18
VH_M_lateral_condyle_of_femur_inf_L,45
