Organ_Name,Num_of_triangles
Allen_basolateral_nucleus_basal_nucleus_L,252
Allen_basomedial_nucleus_accessory_basal_nucleus_L,84
Allen_anterior_cortical_nucleus_L,102
Allen_posterior_cortical_nucleus_L,60
Allen_medial_nucleus_L,48
Allen_amygdalohippocampal_area_L,60
Allen_bed_nucleus_of_stria_terminalis_L,330
Allen_thalamus_L,2904
Allen_anterior_nuclear_complex_of_thalamus_L,144
Allen_lateral_dorsal_nucleus_of_thalamus_L,132
Allen_mediodorsal_nucleus_of_thalamus_L,450
Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,90
Allen_lateral_posterior_nucleus_of_thalamus_L,222
Allen_pulvinar_of_thalamus_L,534
Allen_ventral_anterior_nucleus_of_thalamus_L,483
Allen_ventral_lateral_nucleus_of_thalamus_L,522
Allen_ventral_posterior_lateral_nucleus_L,264
Allen_ventral_posterior_medial_nucleus_L,108
Allen_dorsal_lateral_geniculate_nucleus_L,96
Allen_medial_geniculate_nuclei_L,66
Allen_centromedian_nucleus_of_thalamus_L,144
Allen_parafascicular_nucleus_of_thalamus_L,66
Allen_habenular_nuclei_L,60
Allen_pineal_body_L,54
Allen_zona_incerta_L,186
Allen_supraoptic_region_of_HTH_L,186
Allen_preoptic_region_of_HTH_L,132
Allen_tuberal_region_of_HTH_L,384
Allen_white_matter_of_forebrain_L,21003
Allen_anterior_commissure_L,162
Allen_corpus_callosum_L,3618
Allen_fornix_L,384
Allen_mammillothalamic_tract_L,72
Allen_optic_tract_L,162
Allen_anterior_horn_of_lateral_ventricle_L,1620
Allen_body_of_lateral_ventricle_L,924
Allen_posterior_horn_of_lateral_ventricle_L,246
Allen_inferior_horn_of_lateral_ventricle_L,792
Allen_third_ventricle_L,696
Allen_cerebellar_vermis_L,2817
Allen_cerebellar_deep_nuclei_L,390
Allen_white_matter_of_hindbrain_L,8130
Allen_olfactory_tract_L,84
Allen_precentral_gyrus_L,6648
Allen_superior_frontal_gyrus_L,12162
Allen_middle_frontal_gyrus_L,8076
Allen_inferior_frontal_gyrus_triangular_part_L,3054
Allen_inferior_frontal_gyrus_opercular_part_L,1782
Allen_gyrus_rectus_straight_gyrus_L,1116
Allen_medial_orbital_gyrus_L,1440
Allen_anterior_intermediate_orbital_gyrus_L,696
Allen_posterior_intermediate_orbital_gyrus_L,1158
Allen_lateral_orbital_gyrus_L,1788
Allen_paracentral_lobule_rostral_part_L,1848
Allen_frontal_operculum_L,792
Allen_postcentral_gyrus_L,5448
Allen_supraparietal_lobule_L,5556
Allen_supramarginal_gyrus_L,2838
Allen_angular_gyrus_L,3744
Allen_precuneus_L,5616
Allen_paracentral_lobule_caudal_part_L,1206
Allen_superior_temporal_gyrus_L,2505
Allen_middle_temporal_gyrus_L,6171
Allen_inferior_temporal_gyrus_L,4230
Allen_occipitotemporal_fusiform_gyrus_temporal_part_L,2748
Allen_transverse_temporal_gyrus_Heschls_gyrus_L,858
Allen_planum_temporale_L,984
Allen_temporal_pole_L,1536
Allen_planum_polare_L,1398
Allen_occipital_pole_L,900
Allen_cuneus_L,3612
Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L,4440
Allen_lateral_occipitotemporal_fusiform_gyrus_occipital_part_L,1140
Allen_inferior_occipital_gyrus_L,2772
Allen_superior_occipital_gyrus_L,3591
Allen_cingulate_gyrus_rostral_anterior_part_L,2100
Allen_cingulate_gyrus_caudal_posterior_part_L,2535
Allen_ingulo_parahippocampal_isthmus_L,144
Allen_subcallosal_gyrus_parolfactory_gyrus_L,240
Allen_anterior_parahippocampal_gyrus_L,804
Allen_posterior_parahippocampal_gyrus_L,660
Allen_gyrus_ambiens_L,102
Allen_head_of_hippocampus_L,306
Allen_body_of_hippocampus_L,252
Allen_tail_of_hippocampus_L,312
Allen_long_insular_gyri_L,726
Allen_short_insular_gyri_L,882
Allen_limen_insula_L,36
Allen_pretectal_region_L,30
Allen_substantia_nigra_L,66
Allen_superior_colliculus_L,42
Allen_cerebral_peduncle_crus_cerebri_L,276
Allen_superior_cerebellar_peduncle_brachium_conjunctivum_L,150
Allen_cerebral_aqueduct_L,42
Allen_paravermis_of_cerebellum_L,2022
Allen_lateral_hemisphere_of_cerebellum_L,7134
Allen_basilar_part_of_pons_L,558
Allen_pontine_tegmentum_L,312
Allen_pyramidal_part_of_medulla_oblongata_L,66
Allen_tegmentum_of_medulla_oblongata_L,378
Allen_inferior_olive_L,72
Allen_middle_cerebellar_peduncle_L,198
Allen_fourth_ventricle_L,252
Allen_central_canal_of_medulla_oblongata_L,12
Allen_midline_nuclear_complex_L,144
Allen_lateral_olfactory_gyrus_L,72
Allen_parietal_operculum_L,738
Allen_optic_radiation_L,48
Allen_posteroventral_putamen_L,1254
Allen_atrium_of_lateral_ventricle_L,372
Allen_paracingulate_gyrus_L,492
Allen_rostral_gyrus_L,690
Allen_frontomarginal_gyrus_L,648
Allen_frontal_pole_L,1266
Allen_inferior_cerebellar_peduncle_L,66
Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,48
Allen_olfactory_bulb_R,12
Allen_anterior_olfactory_nucleus_R,12
Allen_piriform_region_R,375
Allen_frontal_agranular_insular_cortex_area_Fl_R,48
Allen_temporal_agranular_insular_cortex_area_Tl_R,282
Allen_head_of_caudate_R,1476
Allen_body_of_caudate_R,1020
Allen_tail_of_caudate_R,360
Allen_putamen_R,1254
Allen_nucleus_accumbens_R,282
Allen_external_segment_of_globus_pallidus_R,378
Allen_internal_segment_of_globus_pallidus_R,270
Allen_claustrum_R,1851
Allen_basal_forebrain_R,516
Allen_septal_nuclei_R,525
Allen_amygdaloid_complex_R,339
Allen_anterior_amygdaloid_area_R,96
Allen_central_nuclear_group_R,54
Allen_lateral_nucleus_R,294
Allen_basolateral_nucleus_basal_nucleus_R,252
Allen_basomedial_nucleus_accessory_basal_nucleus_R,84
Allen_anterior_cortical_nucleus_R,102
Allen_posterior_cortical_nucleus_R,60
Allen_medial_nucleus_R,48
Allen_amygdalohippocampal_area_R,60
Allen_bed_nucleus_of_stria_terminalis_R,330
Allen_thalamus_R,2901
Allen_anterior_nuclear_complex_of_thalamus_R,144
Allen_lateral_dorsal_nucleus_of_thalamus_R,132
Allen_mediodorsal_nucleus_of_thalamus_R,450
Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_R,90
Allen_lateral_posterior_nucleus_of_thalamus_R,222
Allen_pulvinar_of_thalamus_R,534
Allen_ventral_anterior_nucleus_of_thalamus_R,483
Allen_ventral_lateral_nucleus_of_thalamus_R,522
Allen_ventral_posterior_lateral_nucleus_R,264
Allen_ventral_posterior_medial_nucleus_R,108
Allen_dorsal_lateral_geniculate_nucleus_R,96
Allen_medial_geniculate_nuclei_R,66
Allen_centromedian_nucleus_of_thalamus_R,144
Allen_parafascicular_nucleus_of_thalamus_R,66
Allen_habenular_nuclei_R,60
Allen_pineal_body_R,54
Allen_zona_incerta_R,186
Allen_supraoptic_region_of_HTH_R,186
Allen_white_matter_of_forebrain_R,20973
Allen_anterior_commissure_R,162
Allen_corpus_callosum_R,3618
Allen_fornix_R,384
Allen_mammillothalamic_tract_R,72
Allen_optic_tract_R,162
Allen_anterior_horn_of_lateral_ventricle_R,1620
Allen_body_of_lateral_ventricle_R,924
Allen_posterior_horn_of_lateral_ventricle_R,246
Allen_inferior_horn_of_lateral_ventricle_R,792
Allen_third_ventricle_R,696
Allen_cerebellar_vermis_R,2817
Allen_cerebellar_deep_nuclei_R,390
Allen_white_matter_of_hindbrain_R,8139
Allen_olfactory_tract_R,84
Allen_precentral_gyrus_R,6648
Allen_superior_frontal_gyrus_R,12162
Allen_middle_frontal_gyrus_R,8076
Allen_inferior_frontal_gyrus_triangular_part_R,3054
Allen_inferior_frontal_gyrus_opercular_part_R,1782
Allen_gyrus_rectus_straight_gyrus_R,1116
Allen_medial_orbital_gyrus_R,1440
Allen_anterior_intermediate_orbital_gyrus_R,696
Allen_posterior_intermediate_orbital_gyrus_R,1158
Allen_lateral_orbital_gyrus_R,1788
Allen_paracentral_lobule_rostral_part_R,1848
Allen_frontal_operculum_R,792
Allen_postcentral_gyrus_R,5448
Allen_supraparietal_lobule_R,5556
Allen_supramarginal_gyrus_R,2838
Allen_angular_gyrus_R,3744
Allen_precuneus_R,5616
Allen_paracentral_lobule_caudal_part_R,1206
Allen_superior_temporal_gyrus_R,2505
Allen_middle_temporal_gyrus_R,6171
Allen_inferior_temporal_gyrus_R,4230
Allen_occipitotemporal_fusiform_gyrus_temporal_part_R,2748
Allen_transverse_temporal_gyrus_Heschls_gyrus_R,858
Allen_planum_temporale_R,984
Allen_temporal_pole_R,1536
Allen_planum_polare_R,1398
Allen_occipital_pole_R,900
Allen_cuneus_R,3612
Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R,4440
Allen_lateral_occipitotemporal_fusiform_gyrus_occipital_part_R,1140
Allen_inferior_occipital_gyrus_R,2772
Allen_superior_occipital_gyrus_R,3591
Allen_cingulate_gyrus_rostral_anterior_part_R,2100
Allen_cingulate_gyrus_caudal_posterior_part_R,2535
Allen_ingulo_parahippocampal_isthmus_R,144
Allen_subcallosal_gyrus_parolfactory_gyrus_R,240
Allen_anterior_parahippocampal_gyrus_R,804
Allen_posterior_parahippocampal_gyrus_R,660
Allen_gyrus_ambiens_R,102
Allen_head_of_hippocampus_R,306
Allen_body_of_hippocampus_R,252
Allen_tail_of_hippocampus_R,312
Allen_long_insular_gyri_R,726
Allen_short_insular_gyri_R,882
Allen_limen_insula_R,36
Allen_pretectal_region_R,30
Allen_red_nucleus_R,54
Allen_substantia_nigra_R,66
Allen_superior_colliculus_R,42
Allen_inferior_colliculus_R,96
Allen_cerebral_peduncle_crus_cerebri_R,276
Allen_superior_cerebellar_peduncle_brachium_conjunctivum_R,150
Allen_cerebral_aqueduct_R,42
Allen_paravermis_of_cerebellum_R,2019
Allen_lateral_hemisphere_of_cerebellum_R,7134
Allen_basilar_part_of_pons_R,558
Allen_pontine_tegmentum_R,312
Allen_pyramidal_part_of_medulla_oblongata_R,66
Allen_tegmentum_of_medulla_oblongata_R,378
Allen_inferior_olive_R,72
Allen_inferior_cerebellar_peduncle_R,66
Allen_middle_cerebellar_peduncle_R,198
Allen_fourth_ventricle_R,252
Allen_central_canal_of_medulla_oblongata_R,12
Allen_midline_nuclear_complex_R,144
Allen_lateral_olfactory_gyrus_R,72
Allen_parietal_operculum_R,738
Allen_optic_radiation_R,48
Allen_posteroventral_putamen_R,1254
Allen_atrium_of_lateral_ventricle_R,372
Allen_paracingulate_gyrus_R,492
Allen_rostral_gyrus_R,690
Allen_frontomarginal_gyrus_R,648
Allen_frontal_pole_R,1266
Allen_perirhinal_gyrus_rostral_part_of_FuGt_R,48
Allen_hypothalamus_L,138
Allen_hypothalamus_R,144
Allen_subthalamic_nucleus_R,120
Allen_mammillary_region_of_HTH_R,276
Allen_midbrain_tegmentum_R,423
Allen_tuberal_region_of_HTH_R,384
Allen_preoptic_region_of_HTH_R,132
Allen_midbrain_tegmentum_L,426
Allen_red_nucleus_L,54
Allen_inferior_colliculus_L,96
Allen_mammillary_region_of_HTH_L,276
Allen_subthalamic_nucleus_L,120
Yao_afferent_lymphatic_vessel,2712
Yao_capsule_of_lymph_node,5649
Yao_follicles,3450
Yao_efferent_lymph_node,2490
Yao_medulla_of_lymph_node,52809
Yao_paracortex,6540
Yao_blood_vasculature,78045
VH_F_hepatic_flexure_of_colon,852
VH_F_transverse_colon,2964
VH_F_ascending_colon,957
VH_F_vermiform_appendix,147
VH_F_descending_colon,2880
VH_F_ileocecal_valve,24
VH_F_caecum,477
VH_F_rectum,1107
VH_F_sigmoid_colon,1668
VH_F_splenic_flexure_of_colon,885
VH_F_left_uterine_artery,819
VH_F_right_uterine_artery,822
VH_F_left_uterine_vein,1473
VH_F_right_uterine_vein,1392
VH_F_inferior_ophthalmic_vein_L,4998
VH_F_superior_ophthalmic_vein_L,7815
VH_F_central_retinal_vein_L,1242
VH_F_ophthalmic_vein_L,921
VH_F_superior_ophthalmic_vein_R,7818
VH_F_ophthalmic_vein_R,924
VH_F_central_retinal_vein_R,1242
VH_F_inferior_ophthalmic_vein_R,4998
VH_F_central_retinal_artery_R,2592
VH_F_opthalmic_artery_R,11016
VH_F_opthalmic_artery_L,11016
VH_F_central_retinal_artery_L,2592
VH_F_right_renal_artery,1911
VH_F_left_renal_artery,3399
VH_F_left_renal_vein,1677
VH_F_right_renal_vein,600
VH_F_superior_mesenteric_vein,2373
VH_F_superior_rectal_vein,2148
VH_F_left_common_iliac_vein,1119
VH_F_right_common_iliac_vein,798
VH_F_left_colic_vein,963
VH_F_right_colic_vein,1152
VH_F_ileocolic_vein,1098
VH_F_middle_colic_vein,1476
VH_F_inferior_rectal_vein_L,999
VH_F_inferior_rectal_vein_R,987
VH_F_internal_iliac_vein_L,321
VH_F_internal_iliac_vein_R,480
VH_F_internal_pudendal_vein_L,825
VH_F_internal_pudendal_vein_R,921
VH_F_middle_rectal_vein_L,612
VH_F_middle_rectal_vein_R,585
VH_F_sigmoid_vein_a,237
VH_F_sigmoid_vein_c,408
VH_F_median_sacral_vein,1086
VH_F_sigmoid_vein_b,1026
VH_F_inferior_pancreaticoduodenal_vein,1095
VH_F_inferior_mesenteric_vein,4119
VH_F_left_colic_artery,738
VH_F_right_colic_artery,972
VH_F_ileocolic_artery,867
VH_F_middle_colic_artery,816
VH_F_celiac_trunk,213
VH_F_superior_rectal_artery,1233
VH_F_superior_mesenteric_artery,1638
VH_F_inferior_mesenteric_artery,1266
VH_F_marginal_artery_of_Drummond,4545
VH_F_sigmoid_artery_c,381
VH_F_sigmoid_artery_b,300
VH_F_sigmoid_artery_a,462
VH_F_splenic_artery,3525
VH_F_splenic_vein,5469
VH_F_cystic_artery,846
VH_F_cystic_vein,1932
VH_F_middle_hepatic_artery_branch_of_left_hepatic_artery,264
VH_F_proper_hepatic_artery,351
VH_F_right_hepatic_artery,369
VH_F_common_hepatic_artery,327
VH_F_posterior_segmental_right_hepatic_artery,432
VH_F_anterior_segmental_right_hepatic_artery,147
VH_F_left_hepatic_artery,735
VH_F_hepatic_portal_vein,1314
VH_F_middle_hepatic_vein,480
VH_F_left_hepatic_vein,372
VH_F_right_hepatic_vein,609
VH_F_right_branch_of_portal_vein,1035
VH_F_left_branch_of_portal_vein,942
VH_F_pulmonary_vein_L_sup,1233
VH_F_pulmonary_vein_R_inf,918
VH_F_pulmonary_vein_R_sup,1293
VH_F_pulmonary_vein_L_inf,1110
VH_F_coronary_sinus,3552
VH_F_great_cardiac_vein,4101
VH_F_middle_cardiac_vein,2157
VH_F_oblique_vein_of_left_atrium,558
VH_F_left_marginal_vein,1992
VH_F_posterior_vein_of_left_ventricle,2430
VH_F_anterior_cardiac_vein,1995
VH_F_small_cardiac_vein,2856
VH_F_superior_vena_cava,2340
VH_F_inferior_vena_cava_a,2133
VH_F_inferior_vena_cava_b,6414
VH_F_left_anterior_descending_artery,1917
VH_F_left_circumflex_artery,876
VH_F_diagonal_branch_of_left_anterior_descending_artery,696
VH_F_left_coronary_artery,369
VH_F_left_marginal_branch,642
VH_F_left_posterior_descending_branch_of_circumflex_branch_of_left_coronary_artery,1452
VH_F_posterior_left_ventricular_branch,960
VH_F_right_coronary_artery,3246
VH_F_right_marginal_artery,969
VH_F_pulmonary_artery_L,1734
VH_F_pulmonary_trunk,1323
VH_F_pulmonary_artery_R,1803
VH_F_aortic_arch,3555
VH_F_ascending_aorta,3138
VH_F_descending_aorta_a,3552
VH_F_descending_aorta_b,4662
VH_F_left_common_carotid_artery_a,384
VH_F_left_common_carotid_artery_b,1557
VH_F_left_subclavian_artery_a,690
VH_F_left_subclavian_artery_b,1584
VH_F_brachiocephalic_artery_b,1989
VH_F_brachiocephalic_artery_a,375
VH_F_ampulla_of_uterine_tube_L,6810
VH_F_isthmus_of_fallopian_tube_L,1077
VH_F_fibria_of_uterine_tube_L,1686
VH_F_uterine_tube_infundibulum_L,1224
VH_F_ampulla_of_uterine_tube_R,6216
VH_F_isthmus_of_fallopian_tube_R,924
VH_F_fibria_of_uterine_tube_R,2082
VH_F_uterine_tube_infundibulum_R,1275
VH_F_interventricular_septum,9336
VH_F_left_cardiac_atrium,5367
VH_F_left_ventricle,5892
VH_F_right_cardiac_atrium,5616
VH_F_right_ventricle,10302
VH_F_papillary_muscle_of_heart_ant,405
VH_F_papillary_muscle_of_heart_antlat,1800
VH_F_papillary_muscle_of_heart_med,42
VH_F_papillary_muscle_of_heart_pos,39
VH_F_papillary_muscle_of_heart_posmed,936
VH_F_aortic_valve,2433
VH_F_pulmonary_valve,1020
VH_F_mitral_valve,1131
VH_F_tricuspid_valve,6681
VH_F_kidney_capsule_L,6504
VH_F_hilum_of_kidney_L,3456
VH_F_renal_pyramid_L_a,1659
VH_F_renal_pyramid_L_b,597
VH_F_renal_pyramid_L_c,390
VH_F_renal_pyramid_L_d,873
VH_F_renal_pyramid_L_e,792
VH_F_renal_pyramid_L_f,1029
VH_F_renal_pyramid_L_g,1623
VH_F_renal_pyramid_L_h,423
VH_F_renal_pyramid_L_i,753
VH_F_renal_pyramid_L_j,765
VH_F_renal_pyramid_L_k,666
VH_F_renal_column_L,15564
VH_F_outer_cortex_of_kidney_L,8265
VH_F_kidney_capsule_R,6384
VH_F_hilum_of_kidney_R,2445
VH_F_outer_cortex_of_kidney_R,8292
VH_F_renal_column_R,14049
VH_F_renal_pyramid_R_a,1611
VH_F_renal_pyramid_R_b,564
VH_F_renal_pyramid_R_c,1344
VH_F_renal_pyramid_R_d,1329
VH_F_renal_pyramid_R_e,1392
VH_F_renal_pyramid_R_f,1350
VH_F_renal_pyramid_R_g,1467
VH_F_renal_pyramid_R_h,1347
VH_F_renal_pyramid_R_i,984
VH_F_renal_pyramid_R_j,1707
VH_F_meniscus_L,1428
VH_F_femur_L,5283
VH_F_intercondylar_fossa_L,27
VH_F_anterior_cruciate_enthesis_L,39
VH_F_posterior_cruciate_enthesis_L,39
VH_F_lateral_perichondular_surface_L,36
VH_F_lateral_epicondylar_enthesis_L,18
VH_F_medial_epicondylar_enthesis_L,21
VH_F_trochlear_groove_L,12
VH_F_medial_perichondular_surface_L,33
VH_F_articular_cartilage_of_knee_L,186
VH_F_medial_condyle_of_left_femur_inf,84
VH_F_lateral_condyle_of_femur_inf_L,75
VH_F_lateral_condyle_of_femur_frontal_L,45
VH_F_distal_most_point_of_medial_condyle_L,42
VH_F_lateral_condyle_of_femur_sup_L,33
VH_F_medial_condyle_of_left_femur_sup,45
VH_F_patella_L,246
VH_F_tibia_L,2088
VH_F_fibula_L,720
VH_F_meniscus_R,1428
VH_F_femur_R,5283
VH_F_trochlear_groove_R,12
VH_F_medial_perichondular_surface_R,33
VH_F_articular_cartilage_of_knee_R,186
VH_F_medial_condyle_of_right_femur_sup,45
VH_F_lateral_condyle_of_femur_sup_R,33
VH_F_medial_condyle_of_right_femur_inf,84
VH_F_lateral_condyle_of_femur_inf_R,75
VH_F_lateral_condyle_of_femur_frontal_R,45
VH_F_distal_most_point_of_medial_condyle_R,42
VH_F_intercondylar_fossa_R,27
VH_F_posterior_cruciate_enthesis_R,39
VH_F_anterior_cruciate_enthesis_R,39
VH_F_lateral_perichondular_surface_R,36
VH_F_lateral_epicondylar_enthesis_R,18
VH_F_medial_epicondylar_enthesis_R,21
VH_F_tibia_R,2088
VH_F_fibula_R,720
VH_F_patella_R,246
VH_F_gastric_impression_of_liver,1707
VH_F_suprarenal_impression_of_liver,45
VH_F_renal_impression_of_liver,537
VH_F_duodenal_impression_of_liver,33
VH_F_esophageal_impression_of_liver,201
VH_F_porta_hepatis,489
VH_F_colic_impression_of_liver,309
VH_F_capsule_of_the_liver,17937
VH_F_bare_area_of_liver,3450
VH_F_diaphragmatic_surface_of_liver,7344
VH_F_left_anterolateral_segment,2889
VH_F_left_superomedial_segment,3798
VH_F_left_superomedial_segment1,1668
VH_F_left_inferomedial_segment,843
VH_F_quadrate_lobe,1173
VH_F_right_anterosuperior_segment,1491
VH_F_right_posteroinferior_segment,1392
VH_F_right_posterosuperior_segment,1797
VH_F_right_anteroinferior_segment,1407
VH_F_caudate_lobe,3147
VH_F_coronary_ligament_of_liver,1440
VH_F_falciform_ligament,300
VH_F_triangular_ligament_of_liver,159
VH_F_ligamentum_venosum,414
VH_F_round_ligament_of_liver,321
VH_F_hepataduodenal_ligament,642
VH_F_Ovary_L_0.2,252
VH_F_Ovary_R_0.2,240
VH_F_tail_of_pancreas,1581
VH_F_body_of_pancreas,2040
VH_F_uncinate_process,510
VH_F_head_of_pancreas,1992
VH_F_neck_of_pancreas,627
VH_F_sacrum,11778
VH_F_coccyx,828
VH_F_pubis_spongy_bone_L,1359
VH_F_pubis_spongy_bone_R,1278
VH_F_pubis_compact_bone_R,3042
VH_F_pubis_compact_bone_L,3222
VH_F_ilium_compact_bone_R,7080
VH_F_ilium_compact_bone_L,7608
VH_F_ilium_spongy_bone_L,3588
VH_F_ilium_spongy_bone_R,3339
VH_F_ischium_compact_bone_R,3228
VH_F_ischium_compact_bone_L,3234
VH_F_ischium_spongy_bone_R,1353
VH_F_ischium_spongy_bone_L,1353
VH_F_basal_plate,10302
VH_F_chorionic_plate,10236
VH_F_placenta_vessels,45342
VH_F_amnion,8784
VH_F_umbilical_cord,18252
VH_F_umbilical_artery_1,6372
VH_F_umbilical_artery_2,7446
VH_F_umbilical_vein,6090
VH_F_duodenum_superior,690
VH_F_duodenal_ampulla,636
VH_F_duodenum_descending,531
VH_F_sphincter_of_heptopancreatic_ampulla,2382
VH_F_duodenum_ascending,282
VH_F_duodenum_horizontal,621
VH_F_jejenum,6795
