Organ_Name,Num_of_triangles
VH_F_ileum,12627
VH_F_ileum_terminal,1374
VH_F_C1_segment_of_cervical_spinal_cord,5922
VH_F_C2_segment_of_cervical_spinal_cord,5850
VH_F_C3_segment_of_cervical_spinal_cord,5859
VH_F_C4_segment_of_cervical_spinal_cord,5829
VH_F_C5_segment_of_cervical_spinal_cord,5850
VH_F_C6_segment_of_cervical_spinal_cord,5823
VH_F_C7_segment_of_cervical_spinal_cord,5772
VH_F_C8_segment_of_cervical_spinal_cord,5874
VH_F_first_thoracic_spinal_cord_segment,5868
VH_F_second_thoracic_spinal_cord_segment,5880
VH_F_third_thoracic_spinal_cord_segment,5796
VH_F_fourth_thoracic_spinal_cord_segment,5895
VH_F_fifth_thoracic_spinal_cord_segment,5865
VH_F_seventh_thoracic_spinal_cord_segment,5871
VH_F_eigth_thoracic_spinal_cord_segment,5916
VH_F_sixth_thoracic_spinal_cord_segment,5853
VH_F_ninth_thoracic_spinal_cord_segment,5880
VH_F_tenth_thoracic_spinal_cord_segment,5880
VH_F_eleventh_thoracic_spinal_cord_segment,5811
VH_F_twelfth_thoracic_spinal_cord_segment,5826
VH_F_first_lumbar_spinal_cord_segment,5766
VH_F_second_lumbar_spinal_cord_segment,5784
VH_F_third_lumbar_spinal_cord_segment,5724
VH_F_fourth_lumbar_spinal_cord_segment,5706
VH_F_fifth_lumbar_spinal_cord_segment,5784
VH_F_first_sacral_spinal_cord_segment,5745
VH_F_second_sacral_spinal_cord_segment,5850
VH_F_third_sacral_spinal_cord_segment,5799
VH_F_fourth_sacral_spinal_cord_segment,5688
VH_F_gastric_surface_of_spleen,1017
VH_F_diaphragmatic_surface_of_spleen,2559
VH_F_colic_surface_of_spleen,69
VH_F_hilum_of_spleen,879
VH_F_renal_surface_of_spleen,444
VH_F_thymus_lobe_L,1284
VH_F_thymus_lobe_R,1026
VH_F_minor_calyx_L_a,1329
VH_F_minor_calyx_L_b,474
VH_F_minor_calyx_L_c,1065
VH_F_minor_calyx_L_d,408
VH_F_minor_calyx_L_e,1035
VH_F_minor_calyx_L_f,921
VH_F_minor_calyx_L_g,519
VH_F_minor_calyx_L_h,984
VH_F_minor_calyx_L_i,507
VH_F_minor_calyx_L_j,540
VH_F_major_calyx_L_a,945
VH_F_major_calyx_L_b,492
VH_F_major_calyx_L_c,537
VH_F_major_calyx_L_d,612
VH_F_renal_papilla_L_a,36
VH_F_renal_papilla_L_b,21
VH_F_renal_papilla_L_c,18
VH_F_renal_papilla_L_d,36
VH_F_renal_papilla_L_e,33
VH_F_renal_papilla_L_f,33
VH_F_renal_papilla_L_g,24
VH_F_renal_papilla_L_h,30
VH_F_renal_papilla_L_i,30
VH_F_renal_papilla_L_j,42
VH_F_renal_papilla_L_k,54
VH_F_renal_pelvis_L,1875
VH_F_left_ureter,8964
VH_F_minor_calyx_R_a,606
VH_F_minor_calyx_R_b,687
VH_F_minor_calyx_R_c,477
VH_F_minor_calyx_R_d,849
VH_F_minor_calyx_R_e,570
VH_F_minor_calyx_R_f,699
VH_F_minor_calyx_R_g,804
VH_F_minor_calyx_R_h,429
VH_F_minor_calyx_R_i,756
VH_F_minor_calyx_R_j,1284
VH_F_major_calyx_R_a,687
VH_F_major_calyx_R_b,348
VH_F_major_calyx_R_c,1206
VH_F_renal_papilla_R_a,66
VH_F_renal_papilla_R_b,27
VH_F_renal_papilla_R_c,39
VH_F_renal_papilla_R_d,36
VH_F_renal_papilla_R_e,54
VH_F_renal_papilla_R_f,42
VH_F_renal_papilla_R_g,66
VH_F_renal_papilla_R_h,9
VH_F_renal_papilla_R_i,54
VH_F_renal_papilla_R_j,39
VH_F_renal_pelvis_R,1764
VH_F_right_ureter,7770
VH_F_fundus_of_urinary_bladder_dome,7026
VH_F_urinary_bladder_neck_smooth_muscle,1023
VH_F_fundus_of_urinary_bladder_base,15141
VH_F_trigone_of_urinary_bladder,969
VH_F_ureteral_orifice_R,96
VH_F_ureteral_orifice_L,105
VH_F_abdominal_ostium_of_uterine_tube,300
VH_F_body_of_uterus,3108
VH_F_fundus_of_uterus,1785
VH_F_cornua,360
VH_F_lower_uterine_segment,777
VH_F_posterior_wall_of_uterus,6855
VH_F_anterior_wall_of_uterus,5712
VH_F_cervix,2061
VH_F_internal_cervical_os,108
VH_F_external_cervical_os,144
VH_M_retina_L,16176
VH_M_fovea_L,384
VH_M_macula_lutea_L,3561
VH_M_optic_disc_L,18618
VH_M_palpebral_conjunctiva_of_upper_eyelid_L,13476
VH_M_palpebral_conjunctiva_of_lower_eyelid_L,13041
VH_M_vitreous_humor_L,56196
VH_M_cornea_L,14682
VH_M_bulbar_conjunctiva_L,24093
VH_M_iris_L,49299
VH_M_trabecular_meshwork_L,36828
VH_M_ciliary_body_L,23829
VH_M_ciliary_muscle_L,87315
VH_M_aqueous_humor_L,8550
VH_M_schlemms_canal_L,37848
VH_M_lens_L,2526
VH_M_corneo_scleral_junction_L,7392
VH_M_ora_serrata_of_retina_L,25425
VH_M_suspensory_ligament_of_lens_L,31365
VH_M_ciliary_processes_L,76608
VH_M_pupil_L,1536
VH_M_optic_choroid_L,19152
VH_M_sclera_L,18288
VH_M_retina_R,16176
VH_M_fovea_R,384
VH_M_macula_lutea_R,3561
VH_M_optic_disc_R,18621
VH_M_palpebral_conjunctiva_of_upper_eyelid_R,13476
VH_M_palpebral_conjunctiva_of_lower_eyelid_R,13041
VH_M_sclera_R,18288
VH_M_optic_choroid_R,19152
VH_M_pupil_R,1512
VH_M_ciliary_processes_R,76608
VH_M_suspensory_ligament_of_lens_R,31365
VH_M_ora_serrata_of_retina_R,25419
VH_M_corneo_scleral_junction_R,7392
VH_M_lens_R,2526
VH_M_schlemms_canal_R,37848
VH_M_aqueous_humor_R,8550
VH_M_ciliary_body_R,23829
VH_M_ciliary_muscle_R,87315
VH_M_trabecular_meshwork_R,36828
VH_M_iris_R,49299
VH_M_bulbar_conjunctiva_R,24093
VH_M_cornea_R,14682
VH_M_vitreous_humor_R,56196
VH_M_arytenoid_cartilage_R,684
VH_M_arytenoid_cartilage_L,759
VH_M_epiglottic_cartilage,474
VH_M_cricoid_cartilage,1272
VH_M_thyroid_cartilage,4302
VH_M_corniculate_cartilage_L,144
VH_M_corniculate_cartilage_R,195
VH_M_hilum_L,786
VH_M_hilum_upper_L,348
VH_M_left_lingula_superior_bronchopulmonary_segment,477
VH_M_left_posterior_bronchopulmonary_segment,252
VH_M_left_anterior_bronchopulmonary_segment,402
VH_M_left_apical_bronchopulmonary_segment,228
VH_M_left_lingula_inferior_bronchopulmonary_segment,552
VH_M_hilum_lower_L,432
VH_M_left_anterior_basal_bronchopulmonary_segment,162
VH_M_left_lateral_basal_bronchopulmonary_segment,120
VH_M_left_medial_basal_bronchopulmonary_segment,204
VH_M_left_posetrior_basal_bronchopulmonary_segment,456
VH_M_left_superior_bronchopulmonary_segment,591
VH_M_hilum_R,813
VH_M_right_lateral_bronchopulmonary_segment,549
VH_M_right_medial_bronchopulmonary_segment,825
VH_M_hilum_middle_R,159
VH_M_hilum_lower_R,480
VH_M_right_anterior_basal_bronchopulmonary_segment,567
VH_M_right_lateral_basal_bronchopulmonary_segment,249
VH_M_right_medial_basal_bronchopulmonary_segment,144
VH_M_right_posterior_basal_bronchopulmonary_segment,324
VH_M_right_superior_bronchopulmonary_segment,513
VH_M_right_apical_bronchopulmonary_segment,144
VH_M_right_posterior_bronchopulmonary_segment,450
VH_M_right_anterior_bronchopulmonary_segment,699
VH_M_hilum_upper_R,168
VH_M_cartilage_of_the_lobar_bronchus_L,8895
VH_M_cartilage_of_the_tertiary_bronchus_L,80085
VH_M_left_superior_lobar_bronchus,477
VH_M_left_inferior_lobar_bronchus,819
VH_M_left_superior_bronchus,3405
VH_M_left_posterior_basal_bronchus,8751
VH_M_left_medial_basal_bronchus,4695
VH_M_left_apical_bronchus,3924
VH_M_left_anterior_bronchus,8157
VH_M_left_lingular_bronchus,432
VH_M_left_lingula_superior_bronchus,1269
VH_M_left_lingula_inferior_bronchus,1167
VH_M_left_lateral_basal_bronchus,4446
VH_M_left_anterior_basal_bronchus,3225
VH_M_cartilage_of_the_lobar_bronchus_R,11757
VH_M_cartilage_of_the_tertiary_bronchus_R,78924
VH_M_right_intermediate_bronchus,750
VH_M_right_middle_lobar_bronchus,477
VH_M_right_superior_lobar_bronchus,435
VH_M_right_anterior_bronchus,7062
VH_M_right_lateral_basal_bronchus,4158
VH_M_right_lateral_bronchus,1221
VH_M_right_lower_lobar_bronchus,504
VH_M_right_medial_basal_bronchus,2895
VH_M_right_medial_bronchus,1791
VH_M_right_posterior_basal,3294
VH_M_right_posterior_bronchus,2193
VH_M_right_superior_bronchus,6819
VH_M_right_apical_bronchus,8325
VH_M_right_anterior_basal_bronchus,4224
VH_M_bronchus,1122
VH_M_left_main_bronchus,1407
VH_M_cartilage_of_the_main_bronchus_L,6318
VH_M_right_main_bronchus,438
VH_M_cartilage_of_the_main_bronchus_R,2205
3d-vh-m-palatine-tonsil-l_0.2,25803
3d-vh-m-palatine-tonsil-r_0.2,18384
VH_M_trachea,9897
VH_M_tracheal_cartilage,15258
VH_M_carina,537
Allen_olfactory_bulb_L,12
Allen_anterior_olfactory_nucleus_L,12
Allen_piriform_region_L,375
Allen_frontal_agranular_insular_cortex_area_Fl_L,48
Allen_temporal_agranular_insular_cortex_area_Tl_L,282
Allen_head_of_caudate_L,1476
Allen_body_of_caudate_L,1020
Allen_tail_of_caudate_L,360
Allen_putamen_L,1254
Allen_nucleus_accumbens_L,282
Allen_external_segment_of_globus_pallidus_L,378
Allen_internal_segment_of_globus_pallidus_L,270
Allen_claustrum_L,1851
Allen_basal_forebrain_L,516
Allen_septal_nuclei_L,525
Allen_amygdaloid_complex_L,336
Allen_anterior_amygdaloid_area_L,96
Allen_central_nuclear_group_L,54
Allen_lateral_nucleus_L,294
Allen_basolateral_nucleus_basal_nucleus_L,252
Allen_basomedial_nucleus_accessory_basal_nucleus_L,84
Allen_anterior_cortical_nucleus_L,102
Allen_posterior_cortical_nucleus_L,60
Allen_medial_nucleus_L,48
Allen_amygdalohippocampal_area_L,60
Allen_bed_nucleus_of_stria_terminalis_L,330
Allen_thalamus_L,2904
Allen_anterior_nuclear_complex_of_thalamus_L,144
Allen_lateral_dorsal_nucleus_of_thalamus_L,132
Allen_mediodorsal_nucleus_of_thalamus_L,450
Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,90
Allen_lateral_posterior_nucleus_of_thalamus_L,222
Allen_pulvinar_of_thalamus_L,534
Allen_ventral_anterior_nucleus_of_thalamus_L,483
Allen_ventral_lateral_nucleus_of_thalamus_L,522
Allen_ventral_posterior_lateral_nucleus_L,264
Allen_ventral_posterior_medial_nucleus_L,108
Allen_dorsal_lateral_geniculate_nucleus_L,96
Allen_medial_geniculate_nuclei_L,66
Allen_centromedian_nucleus_of_thalamus_L,144
Allen_parafascicular_nucleus_of_thalamus_L,66
Allen_habenular_nuclei_L,60
Allen_pineal_body_L,54
Allen_zona_incerta_L,186
Allen_supraoptic_region_of_HTH_L,186
Allen_preoptic_region_of_HTH_L,132
Allen_tuberal_region_of_HTH_L,384
Allen_white_matter_of_forebrain_L,21009
Allen_anterior_commissure_L,162
Allen_corpus_callosum_L,3618
Allen_fornix_L,384
Allen_mammillothalamic_tract_L,72
Allen_optic_tract_L,162
Allen_anterior_horn_of_lateral_ventricle_L,1620
Allen_body_of_lateral_ventricle_L,924
Allen_posterior_horn_of_lateral_ventricle_L,246
Allen_inferior_horn_of_lateral_ventricle_L,792
Allen_third_ventricle_L,696
Allen_cerebellar_vermis_L,2817
Allen_cerebellar_deep_nuclei_L,390
Allen_white_matter_of_hindbrain_L,8133
Allen_olfactory_tract_L,84
Allen_precentral_gyrus_L,6648
Allen_superior_frontal_gyrus_L,12162
Allen_middle_frontal_gyrus_L,8076
Allen_inferior_frontal_gyrus_triangular_part_L,3054
Allen_inferior_frontal_gyrus_opercular_part_L,1782
Allen_gyrus_rectus_straight_gyrus_L,1116
Allen_medial_orbital_gyrus_L,1440
Allen_anterior_intermediate_orbital_gyrus_L,696
Allen_posterior_intermediate_orbital_gyrus_L,1158
Allen_lateral_orbital_gyrus_L,1788
Allen_paracentral_lobule_rostral_part_L,1848
Allen_frontal_operculum_L,792
Allen_postcentral_gyrus_L,5448
Allen_supraparietal_lobule_L,5556
Allen_supramarginal_gyrus_L,2838
Allen_angular_gyrus_L,3744
Allen_precuneus_L,5616
Allen_paracentral_lobule_caudal_part_L,1206
Allen_superior_temporal_gyrus_L,2505
Allen_middle_temporal_gyrus_L,6171
Allen_inferior_temporal_gyrus_L,4230
Allen_occipitotemporal_fusiform_gyrus_temporal_part_L,2748
Allen_transverse_temporal_gyrus_Heschls_gyrus_L,858
Allen_planum_temporale_L,984
Allen_temporal_pole_L,1536
Allen_planum_polare_L,1398
Allen_occipital_pole_L,900
Allen_cuneus_L,3612
Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L,4440
Allen_lateral_occipitotemporal_fusiform_gyrus_occipital_part_L,1140
Allen_inferior_occipital_gyrus_L,2772
Allen_superior_occipital_gyrus_L,3591
Allen_cingulate_gyrus_rostral_anterior_part_L,2100
Allen_cingulate_gyrus_caudal_posterior_part_L,2535
Allen_ingulo_parahippocampal_isthmus_L,144
Allen_subcallosal_gyrus_parolfactory_gyrus_L,240
Allen_anterior_parahippocampal_gyrus_L,804
Allen_posterior_parahippocampal_gyrus_L,660
Allen_gyrus_ambiens_L,102
Allen_head_of_hippocampus_L,306
Allen_body_of_hippocampus_L,252
Allen_tail_of_hippocampus_L,312
Allen_long_insular_gyri_L,726
Allen_short_insular_gyri_L,882
Allen_limen_insula_L,36
Allen_pretectal_region_L,30
Allen_substantia_nigra_L,66
Allen_superior_colliculus_L,42
Allen_cerebral_peduncle_crus_cerebri_L,276
Allen_superior_cerebellar_peduncle_brachium_conjunctivum_L,150
Allen_cerebral_aqueduct_L,42
Allen_paravermis_of_cerebellum_L,2022
Allen_lateral_hemisphere_of_cerebellum_L,7134
Allen_basilar_part_of_pons_L,558
Allen_pontine_tegmentum_L,312
Allen_pyramidal_part_of_medulla_oblongata_L,66
Allen_tegmentum_of_medulla_oblongata_L,378
Allen_inferior_olive_L,72
Allen_middle_cerebellar_peduncle_L,198
Allen_fourth_ventricle_L,252
Allen_central_canal_of_medulla_oblongata_L,12
Allen_midline_nuclear_complex_L,144
Allen_lateral_olfactory_gyrus_L,72
Allen_parietal_operculum_L,738
Allen_optic_radiation_L,48
Allen_posteroventral_putamen_L,1254
Allen_atrium_of_lateral_ventricle_L,372
Allen_paracingulate_gyrus_L,492
Allen_rostral_gyrus_L,690
Allen_frontomarginal_gyrus_L,648
Allen_frontal_pole_L,1266
Allen_inferior_cerebellar_peduncle_L,66
Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,48
Allen_olfactory_bulb_R,12
Allen_anterior_olfactory_nucleus_R,12
Allen_piriform_region_R,375
Allen_frontal_agranular_insular_cortex_area_Fl_R,48
Allen_temporal_agranular_insular_cortex_area_Tl_R,282
Allen_head_of_caudate_R,1476
Allen_body_of_caudate_R,1020
Allen_tail_of_caudate_R,360
Allen_putamen_R,1254
Allen_nucleus_accumbens_R,282
Allen_external_segment_of_globus_pallidus_R,378
Allen_internal_segment_of_globus_pallidus_R,270
Allen_claustrum_R,1851
Allen_basal_forebrain_R,516
Allen_septal_nuclei_R,525
Allen_amygdaloid_complex_R,339
Allen_anterior_amygdaloid_area_R,96
Allen_central_nuclear_group_R,54
Allen_lateral_nucleus_R,294
Allen_basolateral_nucleus_basal_nucleus_R,252
Allen_basomedial_nucleus_accessory_basal_nucleus_R,84
Allen_anterior_cortical_nucleus_R,102
Allen_posterior_cortical_nucleus_R,60
Allen_medial_nucleus_R,48
Allen_amygdalohippocampal_area_R,60
Allen_bed_nucleus_of_stria_terminalis_R,330
Allen_thalamus_R,2901
Allen_anterior_nuclear_complex_of_thalamus_R,144
Allen_lateral_dorsal_nucleus_of_thalamus_R,132
Allen_mediodorsal_nucleus_of_thalamus_R,450
Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_R,90
Allen_lateral_posterior_nucleus_of_thalamus_R,222
Allen_pulvinar_of_thalamus_R,534
Allen_ventral_anterior_nucleus_of_thalamus_R,483
Allen_ventral_lateral_nucleus_of_thalamus_R,522
Allen_ventral_posterior_lateral_nucleus_R,264
Allen_ventral_posterior_medial_nucleus_R,108
Allen_dorsal_lateral_geniculate_nucleus_R,96
Allen_medial_geniculate_nuclei_R,66
Allen_centromedian_nucleus_of_thalamus_R,144
Allen_parafascicular_nucleus_of_thalamus_R,66
Allen_habenular_nuclei_R,60
Allen_pineal_body_R,54
Allen_zona_incerta_R,186
Allen_supraoptic_region_of_HTH_R,186
Allen_white_matter_of_forebrain_R,20976
Allen_anterior_commissure_R,162
Allen_corpus_callosum_R,3618
Allen_fornix_R,384
Allen_mammillothalamic_tract_R,72
Allen_optic_tract_R,162
Allen_anterior_horn_of_lateral_ventricle_R,1620
Allen_body_of_lateral_ventricle_R,924
Allen_posterior_horn_of_lateral_ventricle_R,246
Allen_inferior_horn_of_lateral_ventricle_R,792
Allen_third_ventricle_R,696
Allen_cerebellar_vermis_R,2817
Allen_cerebellar_deep_nuclei_R,390
Allen_white_matter_of_hindbrain_R,8133
Allen_olfactory_tract_R,84
Allen_precentral_gyrus_R,6648
Allen_superior_frontal_gyrus_R,12162
Allen_middle_frontal_gyrus_R,8076
Allen_inferior_frontal_gyrus_triangular_part_R,3054
Allen_inferior_frontal_gyrus_opercular_part_R,1782
Allen_gyrus_rectus_straight_gyrus_R,1116
Allen_medial_orbital_gyrus_R,1440
Allen_anterior_intermediate_orbital_gyrus_R,696
Allen_posterior_intermediate_orbital_gyrus_R,1158
Allen_lateral_orbital_gyrus_R,1788
Allen_paracentral_lobule_rostral_part_R,1848
Allen_frontal_operculum_R,792
Allen_postcentral_gyrus_R,5448
Allen_supraparietal_lobule_R,5556
Allen_supramarginal_gyrus_R,2838
Allen_angular_gyrus_R,3744
Allen_precuneus_R,5616
Allen_paracentral_lobule_caudal_part_R,1206
Allen_superior_temporal_gyrus_R,2505
Allen_middle_temporal_gyrus_R,6171
Allen_inferior_temporal_gyrus_R,4230
Allen_occipitotemporal_fusiform_gyrus_temporal_part_R,2748
Allen_transverse_temporal_gyrus_Heschls_gyrus_R,858
Allen_planum_temporale_R,984
Allen_temporal_pole_R,1536
Allen_planum_polare_R,1398
Allen_occipital_pole_R,900
Allen_cuneus_R,3612
Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R,4440
Allen_lateral_occipitotemporal_fusiform_gyrus_occipital_part_R,1140
Allen_inferior_occipital_gyrus_R,2772
Allen_superior_occipital_gyrus_R,3591
Allen_cingulate_gyrus_rostral_anterior_part_R,2100
Allen_cingulate_gyrus_caudal_posterior_part_R,2535
Allen_ingulo_parahippocampal_isthmus_R,144
Allen_subcallosal_gyrus_parolfactory_gyrus_R,240
Allen_anterior_parahippocampal_gyrus_R,804
Allen_posterior_parahippocampal_gyrus_R,660
Allen_gyrus_ambiens_R,102
Allen_head_of_hippocampus_R,306
Allen_body_of_hippocampus_R,252
Allen_tail_of_hippocampus_R,312
Allen_long_insular_gyri_R,726
Allen_short_insular_gyri_R,882
Allen_limen_insula_R,36
Allen_pretectal_region_R,30
Allen_red_nucleus_R,54
Allen_substantia_nigra_R,66
Allen_superior_colliculus_R,42
Allen_inferior_colliculus_R,96
Allen_cerebral_peduncle_crus_cerebri_R,276
Allen_superior_cerebellar_peduncle_brachium_conjunctivum_R,150
Allen_cerebral_aqueduct_R,42
Allen_paravermis_of_cerebellum_R,2019
Allen_lateral_hemisphere_of_cerebellum_R,7134
Allen_basilar_part_of_pons_R,558
Allen_pontine_tegmentum_R,312
Allen_pyramidal_part_of_medulla_oblongata_R,66
Allen_tegmentum_of_medulla_oblongata_R,378
Allen_inferior_olive_R,72
Allen_inferior_cerebellar_peduncle_R,66
Allen_middle_cerebellar_peduncle_R,198
Allen_fourth_ventricle_R,252
Allen_central_canal_of_medulla_oblongata_R,12
Allen_midline_nuclear_complex_R,144
Allen_lateral_olfactory_gyrus_R,72
Allen_parietal_operculum_R,738
Allen_optic_radiation_R,48
Allen_posteroventral_putamen_R,1254
Allen_atrium_of_lateral_ventricle_R,372
Allen_paracingulate_gyrus_R,492
Allen_rostral_gyrus_R,690
Allen_frontomarginal_gyrus_R,648
Allen_frontal_pole_R,1266
Allen_perirhinal_gyrus_rostral_part_of_FuGt_R,48
Allen_hypothalamus_L,138
Allen_hypothalamus_R,144
Allen_subthalamic_nucleus_R,120
Allen_mammillary_region_of_HTH_R,276
Allen_midbrain_tegmentum_R,423
Allen_tuberal_region_of_HTH_R,384
Allen_preoptic_region_of_HTH_R,132
Allen_midbrain_tegmentum_L,426
Allen_red_nucleus_L,54
Allen_inferior_colliculus_L,96
Allen_mammillary_region_of_HTH_L,276
Allen_subthalamic_nucleus_L,120
VH_M_optic_chiasm,2220
Yao_afferent_lymphatic_vessel,2712
Yao_capsule_of_lymph_node,5649
Yao_follicles,3450
Yao_efferent_lymph_node,2490
Yao_medulla_of_lymph_node,52809
Yao_paracortex,6540
Yao_blood_vasculature,78042
VH_M_ascending_colon,2622
VH_M_descending_colon,1953
VH_M_hepatic_flexure_of_colon,1365
VH_M_rectum,1110
VH_M_sigmoid_colon,2184
VH_M_splenic_flexure_of_colon,1161
VH_M_transverse_colon,5283
VH_M_ileocecal_valve,2388
VH_M_caecum,1968
VH_M_vermiform_appendix,111
VH_M_inferior_ophthalmic_vein_L,4995
VH_M_superior_ophthalmic_vein_L,7815
VH_M_central_retinal_vein_L,1242
VH_M_ophthalmic_vein_L,924
VH_M_superior_ophthalmic_vein_R,7812
VH_M_ophthalmic_vein_R,921
VH_M_central_retinal_vein_R,1242
VH_M_inferior_ophthalmic_vein_R,4998
VH_M_central_retinal_artery_R,2589
VH_M_opthalmic_artery_R,11016
VH_M_opthalmic_artery_L,11016
VH_M_central_retinal_artery_L,2589
VH_M_inferior_mesenteric_vein,2472
VH_M_median_sacral_vein,858
VH_M_sigmoid_vein,3213
VH_M_superior_mesenteric_vein,4017
VH_M_superior_rectal_vein,3432
VH_M_common_iliac_vein_L,522
VH_M_common_iliac_vein_R,426
VH_M_inferior_pancreaticoduodenal_vein,552
VH_M_external_iliac_vein_L,522
VH_M_external_iliac_vein_R,504
VH_M_inferior_rectal_vein_L,423
VH_M_inferior_rectal_vein_R,528
VH_M_internal_pudendal_vein_L,420
VH_M_internal_pudendal_vein_R,336
VH_M_internal_iliac_vein_L,1113
VH_M_internal_iliac_vein_R,1479
VH_M_left_colic_vein,600
VH_M_ileocolic_vein,3072
VH_M_right_colic_vein,1608
VH_M_middle_colic_vein,390
VH_M_middle_rectal_vein_L,252
VH_M_middle_rectal_vein_R,180
VH_M_right_colic_artery,1539
VH_M_middle_colic_artery,1419
VH_M_left_colic_artery,1311
VH_M_ileocolic_artery,1299
VH_M_sigmoid_artery_a,627
VH_M_sigmoid_artery_b,486
VH_M_sigmoid_artery_c,681
VH_M_inferior_mesenteric_artery,336
VH_M_superior_mesenteric_artery,1896
VH_M_marginal_artery_of_Drummond,5730
VH_M_renal_vein_L,777
VH_M_renal_vein_R,303
VH_M_left_renal_artery,1011
VH_M_right_renal_artery,813
VH_M_aortic_arch,1785
VH_M_ascending_aorta,921
VH_M_brachiocephalic_artery_b,1749
VH_M_brachiocephalic_artery_a,246
VH_M_left_common_carotid_artery_a,357
VH_M_left_common_carotid_artery_b,1830
VH_M_left_subclavian_artery_a,333
VH_M_left_subclavian_artery_b,1365
VH_M_descending_aorta_a,2904
VH_M_descending_aorta_b,4497
VH_M_left_anterior_descending_artery,5346
VH_M_right_marginal_artery,1260
VH_M_right_posterior_descending_artery,3003
VH_M_diagonal_branch_of_anterior_descending_branch_of_left_coronary_artery,1194
VH_M_left_coronary_artery,7230
VH_M_right_coronary_artery,6903
VH_M_diagonal_branch_of_left_anterior_descending_artery,1962
VH_M_left_marginal_branch,1161
VH_M_pulmonary_artery_L,3678
VH_M_pulmonary_artery_R,1902
VH_M_pulmonary_trunk,1872
VH_M_great_cardiac_vein,330
VH_M_middle_cardiac_vein,378
VH_M_oblique_vein_of_left_atrium,48
VH_M_anterior_cardiac_vein,216
VH_M_coronary_sinus,783
VH_M_posterior_vein_of_left_ventricle,354
VH_M_small_cardiac_vein,1080
VH_M_pulmonary_vein_R_inf,2442
VH_M_pulmonary_vein_R_sup,1116
VH_M_pulmonary_vein_L_inf,1212
VH_M_pulmonary_vein_L_sup,1098
VH_M_brachiocephalic_vein_L,9396
VH_M_brachiocephalic_vein_R,4476
VH_M_superior_vena_cava,6729
VH_M_inferior_vena_cava_b,6597
VH_M_inferior_vena_cava_a,3486
VH_M_splenic_vein,6288
VH_M_splenic_artery,3273
VH_M_cystic_vein,462
VH_M_cystic_artery,138
VH_M_celiac_trunk,345
VH_M_left_hepatic_artery,360
VH_M_proper_hepatic_artery,336
VH_M_posterior_segmental_right_hepatic_artery,498
VH_M_right_hepatic_artery,336
VH_M_anterior_segmental_right_hepatic_artery,213
VH_M_common_hepatic_artery,312
VH_M_middle_hepatic_artery_branch_of_left_hepatic_artery,189
VH_M_right_hepatic_vein,1452
VH_M_left_hepatic_vein,1254
VH_M_middle_hepatic_vein,1131
VH_M_left_branch_of_portal_vein,327
VH_M_right_branch_of_portal_vein,648
VH_M_portal_vein,1029
VH_M_hepatic_portal_vein,819
VH_M_mitral_valve,3876
VH_M_tricuspid_valve,7488
VH_M_aortic_valve,1569
VH_M_pulmonary_valve,7968
VH_M_papillary_muscle_of_heart_anterior,360
VH_M_papillary_muscle_of_heart_anterolateral,306
VH_M_papillary_muscle_of_heart_medial,78
VH_M_papillary_muscle_of_heart_posterior,72
VH_M_papillary_muscle_of_heart_posteromedial,342
VH_M_left_cardiac_atrium,20364
VH_M_right_cardiac_atrium,28899
VH_M_heart_right_ventricle,16572
VH_M_interventricular_septum,4842
VH_M_heart_left_ventricle,5604
VH_M_kidney_capsule_L,6729
VH_M_hilum_of_kidney_L,2556
VH_M_renal_column_L,16053
VH_M_outer_cortex_of_kidney_L,9654
VH_M_renal_papilla_L_a,78
VH_M_renal_papilla_L_b,39
VH_M_renal_papilla_L_c,138
VH_M_renal_papilla_L_d,72
VH_M_renal_papilla_L_e,48
VH_M_renal_papilla_L_f,45
VH_M_renal_papilla_L_g,57
VH_M_renal_papilla_L_h,57
VH_M_renal_papilla_L_i,84
VH_M_renal_pyramid_L_a,2781
VH_M_renal_pyramid_L_b,1425
VH_M_renal_pyramid_L_c,822
VH_M_renal_pyramid_L_d,1149
VH_M_renal_pyramid_L_e,1884
VH_M_renal_pyramid_L_f,1962
VH_M_renal_pyramid_L_g,1395
VH_M_renal_pyramid_L_h,1371
VH_M_renal_pyramid_L_i,1419
VH_M_kidney_capsule_R,5694
VH_M_hilum_of_kidney_R,3420
VH_M_renal_papilla_R_j,105
VH_M_renal_papilla_R_i,126
VH_M_renal_papilla_R_h,81
VH_M_renal_papilla_R_g,183
VH_M_renal_papilla_R_f,36
VH_M_renal_papilla_R_e,168
VH_M_renal_papilla_R_d,117
VH_M_renal_papilla_R_c,33
VH_M_renal_papilla_R_b,78
VH_M_renal_papilla_R_a,36
VH_M_renal_pyramid_a,3048
VH_M_renal_pyramid_b,780
VH_M_renal_pyramid_c,909
VH_M_renal_pyramid_d,1644
VH_M_renal_pyramid_e,765
VH_M_renal_pyramid_f,2541
VH_M_renal_pyramid_g,1905
VH_M_renal_pyramid_h,1584
VH_M_renal_pyramid_i,996
VH_M_renal_pyramid_j,966
VH_M_renal_column_R,15309
VH_M_outer_cortex_of_kidney_R,9396
