,Filename,Polycount,Non-Manifold Parts,Self Intersecting Parts
56,3d-vh-m-lung-100.fbx,224539,"['VH_M_hilum_L', 'VH_M_hilum_upper_L', 'VH_M_left_lingula_superior_bronchopulmonary_segment', 'VH_M_left_posterior_bronchopulmonary_segment', 'VH_M_left_anterior_bronchopulmonary_segment', 'VH_M_left_apical_bronchopulmonary_segment', 'VH_M_left_lingula_inferior_bronchopulmonary_segment', 'VH_M_hilum_lower_L', 'VH_M_left_anterior_basal_bronchopulmonary_segment', 'VH_M_left_lateral_basal_bronchopulmonary_segment', 'VH_M_left_medial_basal_bronchopulmonary_segment', 'VH_M_left_posetrior_basal_bronchopulmonary_segment', 'VH_M_left_superior_bronchopulmonary_segment', 'VH_M_hilum_R', 'VH_M_right_lateral_bronchopulmonary_segment', 'VH_M_right_medial_bronchopulmonary_segment', 'VH_M_hilum_middle_R', 'VH_M_hilum_lower_R', 'VH_M_right_anterior_basal_bronchopulmonary_segment', 'VH_M_right_lateral_basal_bronchopulmonary_segment', 'VH_M_right_medial_basal_bronchopulmonary_segment', 'VH_M_right_posterior_basal_bronchopulmonary_segment', 'VH_M_right_superior_bronchopulmonary_segment', 'VH_M_right_apical_bronchopulmonary_segment', 'VH_M_right_posterior_bronchopulmonary_segment', 'VH_M_right_anterior_bronchopulmonary_segment', 'VH_M_hilum_upper_R', 'VH_M_cartilage_of_the_lobar_bronchus_L', 'VH_M_cartilage_of_the_tertiary_bronchus_L', 'VH_M_left_superior_lobar_bronchus', 'VH_M_left_inferior_lobar_bronchus', 'VH_M_left_superior_bronchus', 'VH_M_left_posterior_basal_bronchus', 'VH_M_left_medial_basal_bronchus', 'VH_M_left_apical_bronchus', 'VH_M_left_anterior_bronchus', 'VH_M_left_lingular_bronchus', 'VH_M_left_lingula_superior_bronchus', 'VH_M_left_lingula_inferior_bronchus', 'VH_M_left_lateral_basal_bronchus', 'VH_M_left_anterior_basal_bronchus', 'VH_M_cartilage_of_the_lobar_bronchus_R', 'VH_M_cartilage_of_the_tertiary_bronchus_R', 'VH_M_right_intermediate_bronchus', 'VH_M_right_middle_lobar_bronchus', 'VH_M_right_superior_lobar_bronchus', 'VH_M_right_anterior_bronchus', 'VH_M_right_lateral_basal_bronchus', 'VH_M_right_lateral_bronchus', 'VH_M_right_lower_lobar_bronchus', 'VH_M_right_medial_basal_bronchus', 'VH_M_right_medial_bronchus', 'VH_M_right_posterior_basal', 'VH_M_right_posterior_bronchus', 'VH_M_right_superior_bronchus', 'VH_M_right_apical_bronchus', 'VH_M_right_anterior_basal_bronchus', 'VH_M_bronchus']","['VH_M_hilum_L', 'VH_M_hilum_R', 'VH_M_right_anterior_basal_bronchopulmonary_segment', 'VH_M_cartilage_of_the_tertiary_bronchus_L', 'VH_M_left_posterior_basal_bronchus', 'VH_M_left_apical_bronchus', 'VH_M_cartilage_of_the_tertiary_bronchus_R', 'VH_M_right_apical_bronchus']"
57,3d-vh-m-lung-20.fbx,44780,"['VH_M_hilum_L', 'VH_M_hilum_upper_L', 'VH_M_left_lingula_superior_bronchopulmonary_segment', 'VH_M_left_posterior_bronchopulmonary_segment', 'VH_M_left_anterior_bronchopulmonary_segment', 'VH_M_left_apical_bronchopulmonary_segment', 'VH_M_left_lingula_inferior_bronchopulmonary_segment', 'VH_M_hilum_lower_L', 'VH_M_left_anterior_basal_bronchopulmonary_segment', 'VH_M_left_lateral_basal_bronchopulmonary_segment', 'VH_M_left_medial_basal_bronchopulmonary_segment', 'VH_M_left_posetrior_basal_bronchopulmonary_segment', 'VH_M_left_superior_bronchopulmonary_segment', 'VH_M_hilum_R', 'VH_M_right_lateral_bronchopulmonary_segment', 'VH_M_right_medial_bronchopulmonary_segment', 'VH_M_hilum_middle_R', 'VH_M_hilum_lower_R', 'VH_M_right_anterior_basal_bronchopulmonary_segment', 'VH_M_right_lateral_basal_bronchopulmonary_segment', 'VH_M_right_medial_basal_bronchopulmonary_segment', 'VH_M_right_posterior_basal_bronchopulmonary_segment', 'VH_M_right_superior_bronchopulmonary_segment', 'VH_M_right_apical_bronchopulmonary_segment', 'VH_M_right_posterior_bronchopulmonary_segment', 'VH_M_right_anterior_bronchopulmonary_segment', 'VH_M_hilum_upper_R', 'VH_M_cartilage_of_the_lobar_bronchus_L', 'VH_M_cartilage_of_the_tertiary_bronchus_L', 'VH_M_left_superior_lobar_bronchus', 'VH_M_left_inferior_lobar_bronchus', 'VH_M_left_superior_bronchus', 'VH_M_left_posterior_basal_bronchus', 'VH_M_left_medial_basal_bronchus', 'VH_M_left_apical_bronchus', 'VH_M_left_anterior_bronchus', 'VH_M_left_lingular_bronchus', 'VH_M_left_lingula_superior_bronchus', 'VH_M_left_lingula_inferior_bronchus', 'VH_M_left_lateral_basal_bronchus', 'VH_M_left_anterior_basal_bronchus', 'VH_M_cartilage_of_the_lobar_bronchus_R', 'VH_M_cartilage_of_the_tertiary_bronchus_R', 'VH_M_right_intermediate_bronchus', 'VH_M_right_middle_lobar_bronchus', 'VH_M_right_superior_lobar_bronchus', 'VH_M_right_anterior_bronchus', 'VH_M_right_lateral_basal_bronchus', 'VH_M_right_lateral_bronchus', 'VH_M_right_lower_lobar_bronchus', 'VH_M_right_medial_basal_bronchus', 'VH_M_right_medial_bronchus', 'VH_M_right_posterior_basal', 'VH_M_right_posterior_bronchus', 'VH_M_right_superior_bronchus', 'VH_M_right_apical_bronchus', 'VH_M_right_anterior_basal_bronchus', 'VH_M_bronchus']","['VH_M_hilum_L', 'VH_M_hilum_R', 'VH_M_cartilage_of_the_lobar_bronchus_L', 'VH_M_cartilage_of_the_tertiary_bronchus_L', 'VH_M_cartilage_of_the_lobar_bronchus_R', 'VH_M_cartilage_of_the_tertiary_bronchus_R']"
58,3d-vh-m-lung-40.fbx,89745,"['VH_M_hilum_L', 'VH_M_hilum_upper_L', 'VH_M_left_lingula_superior_bronchopulmonary_segment', 'VH_M_left_posterior_bronchopulmonary_segment', 'VH_M_left_anterior_bronchopulmonary_segment', 'VH_M_left_apical_bronchopulmonary_segment', 'VH_M_left_lingula_inferior_bronchopulmonary_segment', 'VH_M_hilum_lower_L', 'VH_M_left_anterior_basal_bronchopulmonary_segment', 'VH_M_left_lateral_basal_bronchopulmonary_segment', 'VH_M_left_medial_basal_bronchopulmonary_segment', 'VH_M_left_posetrior_basal_bronchopulmonary_segment', 'VH_M_left_superior_bronchopulmonary_segment', 'VH_M_hilum_R', 'VH_M_right_lateral_bronchopulmonary_segment', 'VH_M_right_medial_bronchopulmonary_segment', 'VH_M_hilum_middle_R', 'VH_M_hilum_lower_R', 'VH_M_right_anterior_basal_bronchopulmonary_segment', 'VH_M_right_lateral_basal_bronchopulmonary_segment', 'VH_M_right_medial_basal_bronchopulmonary_segment', 'VH_M_right_posterior_basal_bronchopulmonary_segment', 'VH_M_right_superior_bronchopulmonary_segment', 'VH_M_right_apical_bronchopulmonary_segment', 'VH_M_right_posterior_bronchopulmonary_segment', 'VH_M_right_anterior_bronchopulmonary_segment', 'VH_M_hilum_upper_R', 'VH_M_cartilage_of_the_lobar_bronchus_L', 'VH_M_cartilage_of_the_tertiary_bronchus_L', 'VH_M_left_superior_lobar_bronchus', 'VH_M_left_inferior_lobar_bronchus', 'VH_M_left_superior_bronchus', 'VH_M_left_posterior_basal_bronchus', 'VH_M_left_medial_basal_bronchus', 'VH_M_left_apical_bronchus', 'VH_M_left_anterior_bronchus', 'VH_M_left_lingular_bronchus', 'VH_M_left_lingula_superior_bronchus', 'VH_M_left_lingula_inferior_bronchus', 'VH_M_left_lateral_basal_bronchus', 'VH_M_left_anterior_basal_bronchus', 'VH_M_cartilage_of_the_lobar_bronchus_R', 'VH_M_cartilage_of_the_tertiary_bronchus_R', 'VH_M_right_intermediate_bronchus', 'VH_M_right_middle_lobar_bronchus', 'VH_M_right_superior_lobar_bronchus', 'VH_M_right_anterior_bronchus', 'VH_M_right_lateral_basal_bronchus', 'VH_M_right_lateral_bronchus', 'VH_M_right_lower_lobar_bronchus', 'VH_M_right_medial_basal_bronchus', 'VH_M_right_medial_bronchus', 'VH_M_right_posterior_basal', 'VH_M_right_posterior_bronchus', 'VH_M_right_superior_bronchus', 'VH_M_right_apical_bronchus', 'VH_M_right_anterior_basal_bronchus', 'VH_M_bronchus']","['VH_M_hilum_L', 'VH_M_hilum_R', 'VH_M_hilum_lower_R', 'VH_M_cartilage_of_the_lobar_bronchus_L', 'VH_M_cartilage_of_the_tertiary_bronchus_L', 'VH_M_left_apical_bronchus', 'VH_M_cartilage_of_the_tertiary_bronchus_R']"
59,3d-vh-m-lung-80.fbx,179580,"['VH_M_hilum_L', 'VH_M_hilum_upper_L', 'VH_M_left_lingula_superior_bronchopulmonary_segment', 'VH_M_left_posterior_bronchopulmonary_segment', 'VH_M_left_anterior_bronchopulmonary_segment', 'VH_M_left_apical_bronchopulmonary_segment', 'VH_M_left_lingula_inferior_bronchopulmonary_segment', 'VH_M_hilum_lower_L', 'VH_M_left_anterior_basal_bronchopulmonary_segment', 'VH_M_left_lateral_basal_bronchopulmonary_segment', 'VH_M_left_medial_basal_bronchopulmonary_segment', 'VH_M_left_posetrior_basal_bronchopulmonary_segment', 'VH_M_left_superior_bronchopulmonary_segment', 'VH_M_hilum_R', 'VH_M_right_lateral_bronchopulmonary_segment', 'VH_M_right_medial_bronchopulmonary_segment', 'VH_M_hilum_middle_R', 'VH_M_hilum_lower_R', 'VH_M_right_anterior_basal_bronchopulmonary_segment', 'VH_M_right_lateral_basal_bronchopulmonary_segment', 'VH_M_right_medial_basal_bronchopulmonary_segment', 'VH_M_right_posterior_basal_bronchopulmonary_segment', 'VH_M_right_superior_bronchopulmonary_segment', 'VH_M_right_apical_bronchopulmonary_segment', 'VH_M_right_posterior_bronchopulmonary_segment', 'VH_M_right_anterior_bronchopulmonary_segment', 'VH_M_hilum_upper_R', 'VH_M_cartilage_of_the_lobar_bronchus_L', 'VH_M_cartilage_of_the_tertiary_bronchus_L', 'VH_M_left_superior_lobar_bronchus', 'VH_M_left_inferior_lobar_bronchus', 'VH_M_left_superior_bronchus', 'VH_M_left_posterior_basal_bronchus', 'VH_M_left_medial_basal_bronchus', 'VH_M_left_apical_bronchus', 'VH_M_left_anterior_bronchus', 'VH_M_left_lingular_bronchus', 'VH_M_left_lingula_superior_bronchus', 'VH_M_left_lingula_inferior_bronchus', 'VH_M_left_lateral_basal_bronchus', 'VH_M_left_anterior_basal_bronchus', 'VH_M_cartilage_of_the_lobar_bronchus_R', 'VH_M_cartilage_of_the_tertiary_bronchus_R', 'VH_M_right_intermediate_bronchus', 'VH_M_right_middle_lobar_bronchus', 'VH_M_right_superior_lobar_bronchus', 'VH_M_right_anterior_bronchus', 'VH_M_right_lateral_basal_bronchus', 'VH_M_right_lateral_bronchus', 'VH_M_right_lower_lobar_bronchus', 'VH_M_right_medial_basal_bronchus', 'VH_M_right_medial_bronchus', 'VH_M_right_posterior_basal', 'VH_M_right_posterior_bronchus', 'VH_M_right_superior_bronchus', 'VH_M_right_apical_bronchus', 'VH_M_right_anterior_basal_bronchus', 'VH_M_bronchus']","['VH_M_hilum_L', 'VH_M_hilum_R', 'VH_M_right_anterior_basal_bronchopulmonary_segment', 'VH_M_cartilage_of_the_tertiary_bronchus_L', 'VH_M_left_posterior_basal_bronchus', 'VH_M_left_apical_bronchus', 'VH_M_cartilage_of_the_tertiary_bronchus_R', 'VH_M_right_apical_bronchus']"
60,3d-vh-m-main-bronchus-100.fbx,6019,"['VH_M_cartilage_of_the_main_bronchus_L', 'VH_M_left_main_bronchus', 'VH_M_cartilage_of_the_main_bronchus_R', 'VH_M_right_main_bronchus']",[]
61,3d-vh-m-main-bronchus-20.fbx,1199,"['VH_M_cartilage_of_the_main_bronchus_L', 'VH_M_left_main_bronchus', 'VH_M_cartilage_of_the_main_bronchus_R', 'VH_M_right_main_bronchus']",['VH_M_cartilage_of_the_main_bronchus_L']
62,3d-vh-m-main-bronchus-40.fbx,2403,"['VH_M_cartilage_of_the_main_bronchus_L', 'VH_M_left_main_bronchus', 'VH_M_cartilage_of_the_main_bronchus_R', 'VH_M_right_main_bronchus']",[]
63,3d-vh-m-main-bronchus-80.fbx,4811,"['VH_M_cartilage_of_the_main_bronchus_L', 'VH_M_left_main_bronchus', 'VH_M_cartilage_of_the_main_bronchus_R', 'VH_M_right_main_bronchus']",[]
64,3d-vh-m-palatine-tonsil-l-100.fbx,16992,['VH_M_palatine_tonsil_L'],['VH_M_palatine_tonsil_L']
65,3d-vh-m-palatine-tonsil-l-20.fbx,3394,['VH_M_palatine_tonsil_L'],['VH_M_palatine_tonsil_L']
66,3d-vh-m-palatine-tonsil-l-40.fbx,6790,['VH_M_palatine_tonsil_L'],['VH_M_palatine_tonsil_L']
67,3d-vh-m-palatine-tonsil-l-80.fbx,13588,['VH_M_palatine_tonsil_L'],['VH_M_palatine_tonsil_L']
68,3d-vh-m-palatine-tonsil-r-100.fbx,12194,[],[]
69,3d-vh-m-palatine-tonsil-r-20.fbx,2438,[],[]
70,3d-vh-m-palatine-tonsil-r-40.fbx,4876,[],[]
71,3d-vh-m-palatine-tonsil-r-80.fbx,9754,[],[]
72,3d-vh-m-trachea-100.fbx,44042,['VH_M_trachea'],[]
73,3d-vh-m-trachea-20.fbx,8805,['VH_M_trachea'],[]
74,3d-vh-m-trachea-40.fbx,17614,['VH_M_trachea'],[]
75,3d-vh-m-trachea-80.fbx,35232,['VH_M_trachea'],[]
76,allen_f_brain-100.fbx,639457,"['Allen_piriform_region_L', 'Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_inferior_horn_of_lateral_ventricle_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_supraparietal_lobule_L', 'Allen_cuneus_L', 'Allen_superior_occipital_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_piriform_region_R', 'Allen_claustrum_R', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_inferior_horn_of_lateral_ventricle_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_supraparietal_lobule_R', 'Allen_precuneus_R', 'Allen_cuneus_R', 'Allen_superior_occipital_gyrus_R', 'Allen_cingulate_gyrus_caudal_posterior_part_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R']","['Allen_piriform_region_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_paracingulate_gyrus_L', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_paracingulate_gyrus_R']"
77,allen_f_brain-20.fbx,127626,"['Allen_anterior_olfactory_nucleus_L', 'Allen_piriform_region_L', 'Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_inferior_horn_of_lateral_ventricle_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_supraparietal_lobule_L', 'Allen_cuneus_L', 'Allen_superior_occipital_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_central_canal_of_medulla_oblongata_L', 'Allen_anterior_olfactory_nucleus_R', 'Allen_piriform_region_R', 'Allen_claustrum_R', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_inferior_horn_of_lateral_ventricle_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_supraparietal_lobule_R', 'Allen_precuneus_R', 'Allen_cuneus_R', 'Allen_superior_occipital_gyrus_R', 'Allen_cingulate_gyrus_caudal_posterior_part_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R', 'Allen_central_canal_of_medulla_oblongata_R']","['Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_precuneus_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_superior_occipital_gyrus_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_superior_occipital_gyrus_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R', 'Allen_midbrain_tegmentum_R', 'Allen_midbrain_tegmentum_L']"
78,allen_f_brain-40.fbx,255527,"['Allen_olfactory_bulb_L', 'Allen_piriform_region_L', 'Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_inferior_horn_of_lateral_ventricle_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_supraparietal_lobule_L', 'Allen_cuneus_L', 'Allen_superior_occipital_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_olfactory_bulb_R', 'Allen_piriform_region_R', 'Allen_claustrum_R', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_inferior_horn_of_lateral_ventricle_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_supraparietal_lobule_R', 'Allen_precuneus_R', 'Allen_cuneus_R', 'Allen_superior_occipital_gyrus_R', 'Allen_cingulate_gyrus_caudal_posterior_part_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R']","['Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_midbrain_tegmentum_R', 'Allen_midbrain_tegmentum_L']"
79,allen_f_brain-80.fbx,511315,"['Allen_piriform_region_L', 'Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_inferior_horn_of_lateral_ventricle_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_supraparietal_lobule_L', 'Allen_cuneus_L', 'Allen_superior_occipital_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_piriform_region_R', 'Allen_claustrum_R', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_inferior_horn_of_lateral_ventricle_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_supraparietal_lobule_R', 'Allen_precuneus_R', 'Allen_cuneus_R', 'Allen_superior_occipital_gyrus_R', 'Allen_cingulate_gyrus_caudal_posterior_part_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R']","['Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_gyrus_rectus_straight_gyrus_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_lateral_hemisphere_of_cerebellum_R']"
80,allen_m_brain-100.fbx,639487,"['Allen_piriform_region_L', 'Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_inferior_horn_of_lateral_ventricle_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_supraparietal_lobule_L', 'Allen_cuneus_L', 'Allen_superior_occipital_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_piriform_region_R', 'Allen_claustrum_R', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_inferior_horn_of_lateral_ventricle_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_supraparietal_lobule_R', 'Allen_precuneus_R', 'Allen_cuneus_R', 'Allen_superior_occipital_gyrus_R', 'Allen_cingulate_gyrus_caudal_posterior_part_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R']","['Allen_piriform_region_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_paracingulate_gyrus_L', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_paracingulate_gyrus_R']"
81,allen_m_brain-20.fbx,127628,"['Allen_anterior_olfactory_nucleus_L', 'Allen_piriform_region_L', 'Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_inferior_horn_of_lateral_ventricle_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_supraparietal_lobule_L', 'Allen_cuneus_L', 'Allen_superior_occipital_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_central_canal_of_medulla_oblongata_L', 'Allen_anterior_olfactory_nucleus_R', 'Allen_piriform_region_R', 'Allen_claustrum_R', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_inferior_horn_of_lateral_ventricle_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_supraparietal_lobule_R', 'Allen_precuneus_R', 'Allen_cuneus_R', 'Allen_superior_occipital_gyrus_R', 'Allen_cingulate_gyrus_caudal_posterior_part_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R', 'Allen_central_canal_of_medulla_oblongata_R']","['Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_precuneus_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_superior_occipital_gyrus_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_superior_occipital_gyrus_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R', 'Allen_midbrain_tegmentum_R', 'Allen_midbrain_tegmentum_L']"
82,allen_m_brain-40.fbx,255534,"['Allen_olfactory_bulb_L', 'Allen_piriform_region_L', 'Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_inferior_horn_of_lateral_ventricle_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_supraparietal_lobule_L', 'Allen_cuneus_L', 'Allen_superior_occipital_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_olfactory_bulb_R', 'Allen_piriform_region_R', 'Allen_claustrum_R', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_inferior_horn_of_lateral_ventricle_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_supraparietal_lobule_R', 'Allen_precuneus_R', 'Allen_cuneus_R', 'Allen_superior_occipital_gyrus_R', 'Allen_cingulate_gyrus_caudal_posterior_part_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R']","['Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_midbrain_tegmentum_R', 'Allen_midbrain_tegmentum_L']"
83,allen_m_brain-80.fbx,511329,"['Allen_piriform_region_L', 'Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_inferior_horn_of_lateral_ventricle_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_supraparietal_lobule_L', 'Allen_cuneus_L', 'Allen_superior_occipital_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_piriform_region_R', 'Allen_claustrum_R', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_inferior_horn_of_lateral_ventricle_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_supraparietal_lobule_R', 'Allen_precuneus_R', 'Allen_cuneus_R', 'Allen_superior_occipital_gyrus_R', 'Allen_cingulate_gyrus_caudal_posterior_part_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R']","['Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_gyrus_rectus_straight_gyrus_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_lateral_hemisphere_of_cerebellum_R']"
84,nih_f_lymph_node-100.fbx,162329,"['Yao_afferent_lymphatic_vessel', 'Yao_capsule_of_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']","['Yao_medulla_of_lymph_node', 'Yao_paracortex', 'Yao_blood_vasculature']"
85,nih_f_lymph_node-20.fbx,35070,"['Yao_afferent_lymphatic_vessel', 'Yao_capsule_of_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']","['Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']"
86,nih_f_lymph_node-40.fbx,62982,"['Yao_afferent_lymphatic_vessel', 'Yao_capsule_of_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']","['Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']"
87,nih_f_lymph_node-80.fbx,128026,"['Yao_afferent_lymphatic_vessel', 'Yao_capsule_of_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']","['Yao_medulla_of_lymph_node', 'Yao_paracortex', 'Yao_blood_vasculature']"
88,nih_m_lymph_node-100.fbx,156298,"['Yao_afferent_lymphatic_vessel', 'Yao_capsule_of_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']","['Yao_medulla_of_lymph_node', 'Yao_paracortex', 'Yao_blood_vasculature']"
89,nih_m_lymph_node-20.fbx,34245,"['Yao_afferent_lymphatic_vessel', 'Yao_capsule_of_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']","['Yao_afferent_lymphatic_vessel', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']"
